No	year	month	day	hour	pm2_5	DEWP	TEMP	PRES	cbwd	Iws	Is	Ir
446	2010	1	19	13	310	-4	1	1019	cv	1.34	0	0
447	2010	1	19	14	305	-4	1	1018	NE	0.89	0	0
448	2010	1	19	15	313	-3	2	1018	cv	0.45	0	0
449	2010	1	19	16	336	-3	2	1018	cv	1.34	0	0
450	2010	1	19	17	357	-2	2	1018	NE	0.89	0	0
451	2010	1	19	18	485	-3	1	1018	cv	0.89	0	0
452	2010	1	19	19	426	-3	2	1020	NW	1.79	0	0
453	2010	1	19	20	403	-3	1	1020	NW	4.92	0	0
454	2010	1	19	21	374	-3	0	1021	NW	6.71	0	0
455	2010	1	19	22	333	-3	0	1021	NW	8.5	0	0
456	2010	1	19	23	343	-3	1	1020	NW	11.63	0	0
457	2010	1	20	0	364	-2	0	1021	NW	14.76	0	0
458	2010	1	20	1	389	-2	-1	1022	NW	16.55	0	0
459	2010	1	20	2	368	-4	-2	1022	NW	19.68	0	0
460	2010	1	20	3	267	-2	-1	1023	NW	25.49	0	0
461	2010	1	20	4	71	-3	1	1023	NW	28.62	0	0
462	2010	1	20	5	81	-3	0	1024	NW	31.75	0	0
463	2010	1	20	6	51	-5	2	1026	NW	36.67	0	0
464	2010	1	20	7	49	-9	1	1027	NW	41.59	0	0
465	2010	1	20	8	44	-10	0	1028	NW	48.74	0	0
466	2010	1	20	9	45	-10	0	1030	NW	55.89	0	0
467	2010	1	20	10	35	-11	1	1032	NW	63.04	0	0
468	2010	1	20	11	29	-13	0	1033	NW	71.09	0	0
469	2010	1	20	12	27	-13	0	1033	NW	78.24	0	0
470	2010	1	20	13	29	-13	-1	1033	NE	8.05	0	0
471	2010	1	20	14	16	-13	-1	1032	NW	7.15	0	0
472	2010	1	20	15	23	-15	-1	1032	NE	5.81	0	0
473	2010	1	20	16	28	-14	-1	1033	NW	5.81	0	0
474	2010	1	20	17	22	-15	-2	1033	NW	12.96	0	0
475	2010	1	20	18	11	-16	-3	1034	NW	21.01	0	0
476	2010	1	20	19	25	-17	-4	1035	NW	28.16	0	0
477	2010	1	20	20	16	-19	-3	1036	NW	37.99	0	0
478	2010	1	20	21	20	-18	-4	1037	NW	46.93	0	0
479	2010	1	20	22	20	-19	-4	1038	NW	55.87	0	0
480	2010	1	20	23	18	-19	-5	1038	NW	65.7	0	0
481	2010	1	21	0	18	-20	-6	1038	NW	75.53	0	0
482	2010	1	21	1	17	-20	-6	1038	NW	85.36	0	0
483	2010	1	21	2	17	-20	-7	1038	NW	95.19	0	0
484	2010	1	21	3	17	-22	-8	1038	NW	103.24	0	0
485	2010	1	21	4	15	-23	-8	1038	NW	111.29	0	0
486	2010	1	21	5	19	-24	-9	1038	NW	118.44	0	0
487	2010	1	21	6	16	-24	-9	1038	NW	128.27	0	0
488	2010	1	21	7	18	-25	-9	1038	NW	138.1	0	0
489	2010	1	21	8	18	-25	-8	1039	NW	147.04	0	0
490	2010	1	21	9	18	-25	-8	1039	NW	155.98	0	0
491	2010	1	21	10	26	-22	-7	1039	NW	160.9	0	0
492	2010	1	21	11	26	-22	-7	1038	NE	3.13	0	0
493	2010	1	21	12	25	-22	-5	1037	NW	4.02	0	0
494	2010	1	21	13	24	-21	-5	1035	NE	3.13	0	0
495	2010	1	21	14	15	-21	-4	1034	SE	1.79	0	0
496	2010	1	21	15	17	-20	-3	1034	NE	1.79	0	0
497	2010	1	21	16	15	-21	-2	1033	NW	4.92	0	0
498	2010	1	21	17	21	-20	-2	1033	NW	10.73	0	0
499	2010	1	21	18	40	-20	-2	1034	NW	15.65	0	0
500	2010	1	21	19	51	-19	-3	1034	NW	21.46	0	0
501	2010	1	21	20	45	-19	-3	1035	NW	25.48	0	0
502	2010	1	21	21	61	-17	-8	1035	NE	0.89	0	0
503	2010	1	21	22	72	-18	-9	1035	NW	1.79	0	0
504	2010	1	21	23	38	-18	-9	1035	NW	3.58	0	0
505	2010	1	22	0	35	-18	-6	1036	NW	7.6	0	0
506	2010	1	22	1	29	-20	-4	1037	NW	17.43	0	0
507	2010	1	22	2	26	-21	-5	1037	NW	27.26	0	0
508	2010	1	22	3	18	-21	-6	1037	NW	35.31	0	0
509	2010	1	22	4	15	-20	-7	1036	NW	42.46	0	0
510	2010	1	22	5	15	-20	-7	1035	NW	48.27	0	0
511	2010	1	22	6	22	-20	-7	1035	NW	54.08	0	0
512	2010	1	22	7	21	-20	-7	1036	NW	59	0	0
513	2010	1	22	8	19	-19	-7	1036	NW	63.92	0	0
514	2010	1	22	9	22	-20	-5	1036	NW	67.94	0	0
515	2010	1	22	10	25	-19	-4	1036	NW	75.09	0	0
516	2010	1	22	11	22	-19	-4	1036	NW	84.03	0	0
517	2010	1	22	12	26	-19	-3	1035	NW	95.21	0	0
518	2010	1	22	13	32	-18	-3	1034	NW	105.04	0	0
519	2010	1	22	14	30	-19	-2	1033	NW	114.87	0	0
520	2010	1	22	15	32	-18	-2	1032	NW	124.7	0	0
521	2010	1	22	16	30	-18	-2	1032	NW	133.64	0	0
522	2010	1	22	17	32	-18	-2	1032	NW	139.45	0	0
523	2010	1	22	18	37	-18	-3	1032	NW	144.37	0	0
524	2010	1	22	19	49	-17	-5	1033	NW	149.29	0	0
525	2010	1	22	20	47	-18	-4	1033	NW	153.31	0	0
526	2010	1	22	21	39	-17	-4	1032	NW	159.12	0	0
527	2010	1	22	22	35	-17	-4	1032	NW	164.04	0	0
528	2010	1	22	23	48	-17	-7	1032	NW	168.06	0	0
529	2010	1	23	0	49	-17	-4	1033	NW	172.08	0	0
530	2010	1	23	1	24	-17	-8	1033	cv	0.89	0	0
531	2010	1	23	2	23	-17	-5	1032	NW	4.92	0	0
532	2010	1	23	3	20	-18	-6	1032	NW	8.05	0	0
533	2010	1	23	4	19	-18	-5	1031	NW	12.97	0	0
534	2010	1	23	5	16	-18	-6	1031	NW	16.1	0	0
535	2010	1	23	6	22	-18	-7	1031	NW	20.12	0	0
536	2010	1	23	7	24	-18	-7	1031	NW	24.14	0	0
537	2010	1	23	8	24	-18	-6	1031	NW	25.93	0	0
538	2010	1	23	9	41	-18	-2	1031	NW	30.85	0	0
539	2010	1	23	10	23	-17	-1	1031	NW	38.9	0	0
540	2010	1	23	11	19	-17	0	1030	NW	46.95	0	0
541	2010	1	23	12	15	-19	1	1029	NW	55	0	0
542	2010	1	23	13	19	-20	2	1027	NW	63.05	0	0
543	2010	1	23	14	17	-19	2	1025	NW	71.1	0	0
544	2010	1	23	15	17	-19	3	1024	NW	79.15	0	0
545	2010	1	23	16	22	-19	3	1024	NW	86.3	0	0
