homeid,createdate,accessmethod,age,numfamily
4041,2016-06-26 13:10,INDOOR,54.0,2.0
4041,2016-06-20 15:50,NUM,54.0,2.0
4041,2016-06-20 15:00,INDOOR,54.0,2.0
4041,2016-06-26 17:00,NUM,60.0,2.0
4041,2016-06-26 13:10,INDOOR,60.0,2.0
4041,2016-06-26 11:40,NUM,60.0,2.0
4041,2016-06-26 8:10,INDOOR,60.0,2.0
4041,2016-06-20 22:40,NUM,60.0,2.0
4041,2016-06-20 8:00,INDOOR,60.0,2.0
239,2016-06-26 22:30,NUM,29.0,1.0
239,2016-06-26 14:30,INDOOR,29.0,1.0
239,2016-06-25 21:10,NUM,29.0,1.0
239,2016-06-25 17:50,INDOOR,29.0,1.0
10068,2016-06-26 19:30,NUM,13.0,3.0
10068,2016-06-26 15:00,INDOOR,13.0,3.0
10068,2016-06-20 18:00,NUM,13.0,3.0
10068,2016-06-20 7:50,INDOOR,13.0,3.0
10068,2016-06-26 18:40,NUM,46.0,3.0
10068,2016-06-26 16:40,INDOOR,46.0,3.0
10068,2016-06-26 15:40,NUM,46.0,3.0
10068,2016-06-26 15:10,INDOOR,46.0,3.0
10068,2016-06-26 15:00,NUM,46.0,3.0
10068,2016-06-26 12:20,INDOOR,46.0,3.0
10068,2016-06-20 22:50,NUM,46.0,3.0
10068,2016-06-20 11:10,INDOOR,46.0,3.0
10068,2016-06-20 10:10,NUM,46.0,3.0
10068,2016-06-20 7:50,INDOOR,46.0,3.0
10068,2016-06-26 20:40,NUM,49.0,3.0
10068,2016-06-26 13:10,INDOOR,49.0,3.0
10068,2016-06-26 12:40,NUM,49.0,3.0
10068,2016-06-26 11:40,INDOOR,49.0,3.0
10068,2016-06-20 21:10,NUM,49.0,3.0
10068,2016-06-20 12:00,INDOOR,49.0,3.0
10068,2016-06-20 9:40,NUM,49.0,3.0
10068,2016-06-20 7:50,INDOOR,49.0,3.0
10095,2016-06-26 20:30,NUM,58.0,2.0
10095,2016-06-26 11:30,INDOOR,58.0,2.0
10095,2016-06-25 15:20,NUM,58.0,2.0
10095,2016-06-25 11:10,INDOOR,58.0,2.0
10095,2016-06-26 17:50,NUM,33.0,2.0
10095,2016-06-26 13:30,INDOOR,33.0,2.0
10095,2016-06-25 18:00,NUM,33.0,2.0
10095,2016-06-25 13:50,INDOOR,33.0,2.0
10095,2016-06-26 21:50,NUM,33.0,2.0
10095,2016-06-26 13:30,INDOOR,33.0,2.0
10095,2016-06-25 18:00,NUM,33.0,2.0
10095,2016-06-25 13:50,INDOOR,33.0,2.0
10095,2016-06-25 12:30,NUM,33.0,2.0
10095,2016-06-25 7:40,INDOOR,33.0,2.0
8815,2016-06-25 13:50,NUM,74.0,2.0
8815,2016-06-25 10:00,INDOOR,74.0,2.0
8815,2016-06-24 16:50,NUM,74.0,2.0
8815,2016-06-24 16:00,INDOOR,74.0,2.0
8815,2016-06-24 14:00,NUM,74.0,2.0
8815,2016-06-24 9:40,INDOOR,74.0,2.0
8815,2016-06-25 15:50,NUM,77.0,2.0
8815,2016-06-25 8:20,INDOOR,77.0,2.0
8815,2016-06-24 15:50,NUM,77.0,2.0
8815,2016-06-24 8:00,INDOOR,77.0,2.0
7909,2016-06-26 11:00,NUM,68.0,1.0
7909,2016-06-26 9:40,INDOOR,68.0,1.0
7909,2016-06-26 6:30,NUM,68.0,1.0
7909,2016-06-26 6:00,INDOOR,68.0,1.0
7909,2016-06-25 17:00,NUM,68.0,1.0
7909,2016-06-25 16:00,INDOOR,68.0,1.0
7909,2016-06-25 15:30,NUM,68.0,1.0
7909,2016-06-25 15:20,INDOOR,68.0,1.0
7909,2016-06-25 14:50,NUM,68.0,1.0
7909,2016-06-25 13:40,INDOOR,68.0,1.0
7909,2016-06-25 13:10,NUM,68.0,1.0
7909,2016-06-25 11:00,INDOOR,68.0,1.0
5742,2016-06-26 19:00,NUM,39.0,2.0
5742,2016-06-26 14:00,INDOOR,39.0,2.0
5742,2016-06-26 11:00,NUM,39.0,2.0
5742,2016-06-26 8:50,INDOOR,39.0,2.0
5742,2016-06-20 17:20,NUM,39.0,2.0
5742,2016-06-20 10:30,INDOOR,39.0,2.0
5742,2016-06-20 9:00,NUM,39.0,2.0
5742,2016-06-20 8:40,INDOOR,39.0,2.0
5742,2016-06-26 16:00,NUM,41.0,2.0
5742,2016-06-26 14:10,INDOOR,41.0,2.0
5742,2016-06-26 13:00,NUM,41.0,2.0
5742,2016-06-26 8:00,INDOOR,41.0,2.0
5742,2016-06-20 17:50,NUM,41.0,2.0
5742,2016-06-20 5:30,INDOOR,41.0,2.0
2407,2016-06-22 11:50,NUM,60.0,2.0
2407,2016-06-22 7:10,INDOOR,60.0,2.0
2407,2016-06-21 18:20,NUM,60.0,2.0
2407,2016-06-21 17:00,INDOOR,60.0,2.0
2407,2016-06-21 12:40,NUM,60.0,2.0
2407,2016-06-21 9:50,INDOOR,60.0,2.0
2407,2016-06-21 9:10,NUM,60.0,2.0
2407,2016-06-21 7:10,INDOOR,60.0,2.0
2407,2016-06-22 22:20,NUM,64.0,2.0
2407,2016-06-22 6:00,INDOOR,64.0,2.0
2407,2016-06-21 19:00,NUM,64.0,2.0
2407,2016-06-21 6:00,INDOOR,64.0,2.0
6773,2016-06-26 18:30,NUM,26.0,2.0
6773,2016-06-26 9:00,INDOOR,26.0,2.0
6773,2016-06-20 19:10,NUM,26.0,2.0
6773,2016-06-20 7:30,INDOOR,26.0,2.0
6773,2016-06-26 23:40,NUM,31.0,2.0
6773,2016-06-26 12:20,INDOOR,31.0,2.0
6773,2016-06-20 23:30,NUM,31.0,2.0
6773,2016-06-20 12:40,INDOOR,31.0,2.0
6773,2016-06-20 12:00,NUM,31.0,2.0
6773,2016-06-20 10:10,INDOOR,31.0,2.0
735,2016-06-24 16:00,NUM,67.0,2.0
735,2016-06-24 10:00,INDOOR,67.0,2.0
735,2016-06-23 13:00,NUM,67.0,2.0
735,2016-06-23 10:30,INDOOR,67.0,2.0
735,2016-06-23 20:10,NUM,45.0,2.0
735,2016-06-23 5:40,INDOOR,45.0,2.0
10750,2016-06-22 15:20,NUM,69.0,1.0
10750,2016-06-22 9:40,INDOOR,69.0,1.0
10750,2016-06-21 12:20,NUM,69.0,1.0
10750,2016-06-21 11:30,INDOOR,69.0,1.0
9336,2016-06-25 18:00,NUM,80.0,1.0
9336,2016-06-25 16:00,INDOOR,80.0,1.0
9336,2016-06-24 16:10,NUM,80.0,1.0
9336,2016-06-24 14:40,INDOOR,80.0,1.0
3892,2016-06-24 23:40,NUM,15.0,3.0
3892,2016-06-24 21:20,INDOOR,15.0,3.0
3892,2016-06-24 20:20,NUM,15.0,3.0
3892,2016-06-24 7:50,INDOOR,15.0,3.0
3892,2016-06-23 23:30,NUM,15.0,3.0
3892,2016-06-23 21:00,INDOOR,15.0,3.0
3892,2016-06-23 20:20,NUM,15.0,3.0
3892,2016-06-23 7:50,INDOOR,15.0,3.0
3892,2016-06-24 20:10,NUM,50.0,3.0
3892,2016-06-24 9:00,INDOOR,50.0,3.0
3892,2016-06-23 20:20,NUM,50.0,3.0
3892,2016-06-23 9:00,INDOOR,50.0,3.0
3892,2016-06-24 20:10,NUM,50.0,3.0
3892,2016-06-24 7:30,INDOOR,50.0,3.0
3892,2016-06-23 20:20,NUM,50.0,3.0
3892,2016-06-23 7:30,INDOOR,50.0,3.0
8539,2016-06-22 20:00,NUM,64.0,2.0
8539,2016-06-22 19:10,INDOOR,64.0,2.0
8539,2016-06-22 17:50,NUM,64.0,2.0
8539,2016-06-22 14:20,INDOOR,64.0,2.0
8539,2016-06-21 18:00,NUM,64.0,2.0
8539,2016-06-21 14:20,INDOOR,64.0,2.0
8539,2016-06-21 12:00,NUM,64.0,2.0
8539,2016-06-21 7:50,INDOOR,64.0,2.0
8539,2016-06-22 18:00,NUM,66.0,2.0
8539,2016-06-22 14:20,INDOOR,66.0,2.0
8539,2016-06-22 12:00,NUM,66.0,2.0
8539,2016-06-22 6:10,INDOOR,66.0,2.0
8539,2016-06-21 18:00,NUM,66.0,2.0
8539,2016-06-21 14:20,INDOOR,66.0,2.0
8539,2016-06-21 12:00,NUM,66.0,2.0
8539,2016-06-21 7:50,INDOOR,66.0,2.0
8539,2016-06-21 6:50,NUM,66.0,2.0
8539,2016-06-21 6:10,INDOOR,66.0,2.0
10964,2016-06-22 21:00,NUM,26.0,3.0
10964,2016-06-22 8:30,INDOOR,26.0,3.0
10964,2016-06-21 20:40,NUM,26.0,3.0
10964,2016-06-21 8:30,INDOOR,26.0,3.0
10964,2016-06-22 20:00,NUM,48.0,3.0
10964,2016-06-22 8:40,INDOOR,48.0,3.0
10964,2016-06-21 20:00,NUM,48.0,3.0
10964,2016-06-21 8:30,INDOOR,48.0,3.0
10964,2016-06-22 20:00,NUM,51.0,3.0
10964,2016-06-22 6:20,INDOOR,51.0,3.0
10964,2016-06-21 20:00,NUM,51.0,3.0
10964,2016-06-21 6:20,INDOOR,51.0,3.0
7627,2016-06-24 18:40,NUM,34.0,2.0
7627,2016-06-24 7:40,INDOOR,34.0,2.0
7627,2016-06-23 18:50,NUM,34.0,2.0
7627,2016-06-23 7:30,INDOOR,34.0,2.0
7627,2016-06-24 18:00,NUM,32.0,2.0
7627,2016-06-24 8:00,INDOOR,32.0,2.0
7627,2016-06-23 21:40,NUM,32.0,2.0
7627,2016-06-23 8:00,INDOOR,32.0,2.0
912,2016-06-25 22:30,NUM,50.0,1.0
912,2016-06-25 12:20,INDOOR,50.0,1.0
912,2016-06-24 14:40,NUM,50.0,1.0
912,2016-06-24 5:30,INDOOR,50.0,1.0
11166,2016-06-24 18:10,NUM,77.0,1.0
11166,2016-06-24 16:00,INDOOR,77.0,1.0
11166,2016-06-23 17:30,NUM,77.0,1.0
11166,2016-06-23 16:10,INDOOR,77.0,1.0
11166,2016-06-23 11:40,NUM,77.0,1.0
11166,2016-06-23 8:40,INDOOR,77.0,1.0
279,2016-06-22 15:00,NUM,69.0,2.0
279,2016-06-22 13:00,INDOOR,69.0,2.0
279,2016-06-21 15:40,NUM,69.0,2.0
279,2016-06-21 10:20,INDOOR,69.0,2.0
279,2016-06-21 10:00,NUM,69.0,2.0
279,2016-06-21 9:00,INDOOR,69.0,2.0
279,2016-06-22 11:00,NUM,73.0,2.0
279,2016-06-22 9:30,INDOOR,73.0,2.0
279,2016-06-21 11:00,NUM,73.0,2.0
279,2016-06-21 9:20,INDOOR,73.0,2.0
10280,2016-06-22 17:00,NUM,71.0,2.0
10280,2016-06-22 15:30,INDOOR,71.0,2.0
10280,2016-06-22 12:30,NUM,71.0,2.0
10280,2016-06-22 10:10,INDOOR,71.0,2.0
10280,2016-06-21 16:00,NUM,71.0,2.0
10280,2016-06-21 14:50,INDOOR,71.0,2.0
10280,2016-06-21 15:40,NUM,85.0,2.0
10280,2016-06-21 15:00,INDOOR,85.0,2.0
10280,2016-06-21 10:20,NUM,85.0,2.0
10280,2016-06-21 7:40,INDOOR,85.0,2.0
8197,2016-06-25 23:00,NUM,39.0,2.0
8197,2016-06-25 6:40,INDOOR,39.0,2.0
8197,2016-06-24 23:00,NUM,39.0,2.0
8197,2016-06-24 6:40,INDOOR,39.0,2.0
8197,2016-06-25 19:00,NUM,75.0,2.0
8197,2016-06-25 17:50,INDOOR,75.0,2.0
8197,2016-06-25 17:00,NUM,75.0,2.0
8197,2016-06-25 15:40,INDOOR,75.0,2.0
8197,2016-06-25 11:50,NUM,75.0,2.0
8197,2016-06-25 8:50,INDOOR,75.0,2.0
8197,2016-06-25 7:00,NUM,75.0,2.0
8197,2016-06-25 6:00,INDOOR,75.0,2.0
8197,2016-06-24 19:00,NUM,75.0,2.0
8197,2016-06-24 18:00,INDOOR,75.0,2.0
8197,2016-06-24 17:10,NUM,75.0,2.0
8197,2016-06-24 15:30,INDOOR,75.0,2.0
8197,2016-06-24 7:00,NUM,75.0,2.0
8197,2016-06-24 6:00,INDOOR,75.0,2.0
10702,2016-06-22 17:30,NUM,66.0,2.0
10702,2016-06-22 14:10,INDOOR,66.0,2.0
10702,2016-06-22 12:50,NUM,66.0,2.0
10702,2016-06-22 10:30,INDOOR,66.0,2.0
10702,2016-06-21 18:10,NUM,66.0,2.0
10702,2016-06-21 16:00,INDOOR,66.0,2.0
10702,2016-06-21 13:50,NUM,66.0,2.0
10702,2016-06-21 12:00,INDOOR,66.0,2.0
10702,2016-06-21 11:00,NUM,66.0,2.0
10702,2016-06-21 10:00,INDOOR,66.0,2.0
10702,2016-06-21 8:00,NUM,66.0,2.0
10702,2016-06-21 7:50,INDOOR,66.0,2.0
10702,2016-06-22 13:10,NUM,70.0,2.0
10702,2016-06-22 12:20,INDOOR,70.0,2.0
10702,2016-06-22 11:00,NUM,70.0,2.0
10702,2016-06-22 10:00,INDOOR,70.0,2.0
10702,2016-06-21 21:00,NUM,70.0,2.0
10702,2016-06-21 18:30,INDOOR,70.0,2.0
10702,2016-06-21 15:00,NUM,70.0,2.0
10702,2016-06-21 14:00,INDOOR,70.0,2.0
209,2016-06-26 22:00,NUM,30.0,1.0
209,2016-06-26 20:20,INDOOR,30.0,1.0
3547,2016-06-24 23:40,NUM,17.0,3.0
3547,2016-06-24 7:10,INDOOR,17.0,3.0
3547,2016-06-23 23:40,NUM,17.0,3.0
3547,2016-06-23 7:10,INDOOR,17.0,3.0
3547,2016-06-24 22:30,NUM,21.0,3.0
3547,2016-06-24 11:20,INDOOR,21.0,3.0
3547,2016-06-23 22:20,NUM,21.0,3.0
3547,2016-06-23 11:20,INDOOR,21.0,3.0
3547,2016-06-24 21:50,NUM,63.0,3.0
3547,2016-06-24 8:50,INDOOR,63.0,3.0
3547,2016-06-23 22:00,NUM,63.0,3.0
3547,2016-06-23 8:50,INDOOR,63.0,3.0
8753,2016-06-25 17:10,NUM,37.0,3.0
8753,2016-06-25 11:40,INDOOR,37.0,3.0
8753,2016-06-24 21:10,NUM,37.0,3.0
8753,2016-06-24 7:00,INDOOR,37.0,3.0
8753,2016-06-25 12:30,NUM,58.0,3.0
8753,2016-06-25 7:20,INDOOR,58.0,3.0
8753,2016-06-24 17:20,NUM,58.0,3.0
8753,2016-06-24 17:00,INDOOR,58.0,3.0
8753,2016-06-24 16:10,NUM,58.0,3.0
8753,2016-06-24 15:50,INDOOR,58.0,3.0
8753,2016-06-24 12:30,NUM,58.0,3.0
8753,2016-06-24 11:50,INDOOR,58.0,3.0
8753,2016-06-24 10:10,NUM,58.0,3.0
8753,2016-06-24 6:50,INDOOR,58.0,3.0
8753,2016-06-25 12:30,NUM,65.0,3.0
8753,2016-06-25 7:20,INDOOR,65.0,3.0
8753,2016-06-25 5:50,NUM,65.0,3.0
8753,2016-06-25 5:10,INDOOR,65.0,3.0
8753,2016-06-24 10:10,NUM,65.0,3.0
8753,2016-06-24 6:50,INDOOR,65.0,3.0
11384,2016-06-22 13:20,NUM,60.0,2.0
11384,2016-06-22 12:00,INDOOR,60.0,2.0
11384,2016-06-21 12:50,NUM,60.0,2.0
11384,2016-06-21 11:50,INDOOR,60.0,2.0
11384,2016-06-22 14:00,NUM,69.0,2.0
11384,2016-06-22 9:20,INDOOR,69.0,2.0
11384,2016-06-21 14:00,NUM,69.0,2.0
11384,2016-06-21 10:20,INDOOR,69.0,2.0
8659,2016-06-22 22:30,NUM,56.0,1.0
8659,2016-06-22 15:10,INDOOR,56.0,1.0
8659,2016-06-21 22:20,NUM,56.0,1.0
8659,2016-06-21 13:40,INDOOR,56.0,1.0
8659,2016-06-21 11:30,NUM,56.0,1.0
8659,2016-06-21 11:10,INDOOR,56.0,1.0
3320,2016-06-24 16:10,NUM,80.0,1.0
3320,2016-06-24 15:10,INDOOR,80.0,1.0
3320,2016-06-24 10:50,NUM,80.0,1.0
3320,2016-06-24 9:50,INDOOR,80.0,1.0
3320,2016-06-24 8:10,NUM,80.0,1.0
3320,2016-06-24 7:20,INDOOR,80.0,1.0
3320,2016-06-23 11:00,NUM,80.0,1.0
3320,2016-06-23 9:50,INDOOR,80.0,1.0
4898,2016-06-25 12:50,INDOOR,35.0,2.0
4898,2016-06-24 22:20,NUM,35.0,2.0
4898,2016-06-24 13:00,INDOOR,35.0,2.0
4898,2016-06-25 8:00,NUM,65.0,2.0
4898,2016-06-25 6:50,INDOOR,65.0,2.0
4898,2016-06-24 18:50,NUM,65.0,2.0
4898,2016-06-24 18:00,INDOOR,65.0,2.0
7321,2016-06-22 17:30,NUM,66.0,2.0
7321,2016-06-22 12:00,INDOOR,66.0,2.0
7321,2016-06-22 10:40,NUM,66.0,2.0
7321,2016-06-22 8:40,INDOOR,66.0,2.0
7321,2016-06-21 17:00,NUM,66.0,2.0
7321,2016-06-21 15:00,INDOOR,66.0,2.0
7321,2016-06-21 14:00,NUM,66.0,2.0
7321,2016-06-21 11:40,INDOOR,66.0,2.0
7321,2016-06-22 18:00,NUM,69.0,2.0
7321,2016-06-22 16:00,INDOOR,69.0,2.0
7321,2016-06-22 14:20,NUM,69.0,2.0
7321,2016-06-22 12:00,INDOOR,69.0,2.0
7321,2016-06-22 10:40,NUM,69.0,2.0
7321,2016-06-22 8:40,INDOOR,69.0,2.0
7321,2016-06-21 18:40,NUM,69.0,2.0
7321,2016-06-21 17:30,INDOOR,69.0,2.0
7321,2016-06-21 13:10,NUM,69.0,2.0
7321,2016-06-21 9:40,INDOOR,69.0,2.0
8374,2016-06-24 18:00,NUM,63.0,2.0
8374,2016-06-24 16:30,INDOOR,63.0,2.0
8374,2016-06-24 15:50,NUM,63.0,2.0
8374,2016-06-24 15:00,INDOOR,63.0,2.0
8374,2016-06-24 14:00,NUM,63.0,2.0
8374,2016-06-24 12:50,INDOOR,63.0,2.0
8374,2016-06-24 11:30,NUM,63.0,2.0
8374,2016-06-24 9:20,INDOOR,63.0,2.0
8374,2016-06-24 6:10,NUM,63.0,2.0
8374,2016-06-24 4:10,INDOOR,63.0,2.0
8374,2016-06-23 16:40,NUM,63.0,2.0
8374,2016-06-23 12:50,INDOOR,63.0,2.0
8374,2016-06-23 12:00,NUM,63.0,2.0
8374,2016-06-23 9:00,INDOOR,63.0,2.0
8374,2016-06-23 7:50,NUM,63.0,2.0
8374,2016-06-23 6:50,INDOOR,63.0,2.0
8374,2016-06-23 6:10,NUM,63.0,2.0
8374,2016-06-23 4:10,INDOOR,63.0,2.0
8374,2016-06-24 15:50,NUM,67.0,2.0
8374,2016-06-24 14:10,INDOOR,67.0,2.0
8374,2016-06-24 11:50,NUM,67.0,2.0
8374,2016-06-24 9:20,INDOOR,67.0,2.0
8374,2016-06-24 7:00,NUM,67.0,2.0
8374,2016-06-24 4:10,INDOOR,67.0,2.0
8374,2016-06-23 18:00,NUM,67.0,2.0
8374,2016-06-23 17:00,INDOOR,67.0,2.0
8374,2016-06-23 16:00,NUM,67.0,2.0
8374,2016-06-23 9:00,INDOOR,67.0,2.0
8374,2016-06-23 7:20,NUM,67.0,2.0
8374,2016-06-23 4:10,INDOOR,67.0,2.0
2437,2016-06-22 17:00,INDOOR,21.0,3.0
2437,2016-06-22 14:00,NUM,21.0,3.0
2437,2016-06-22 13:30,INDOOR,21.0,3.0
2437,2016-06-22 13:00,NUM,21.0,3.0
2437,2016-06-22 10:30,INDOOR,21.0,3.0
2437,2016-06-22 1:10,NUM,21.0,3.0
2437,2016-06-21 18:00,INDOOR,21.0,3.0
2437,2016-06-21 14:30,NUM,21.0,3.0
2437,2016-06-21 11:20,INDOOR,21.0,3.0
2437,2016-06-22 14:00,NUM,21.0,3.0
2437,2016-06-22 12:10,INDOOR,21.0,3.0
2437,2016-06-21 21:50,NUM,21.0,3.0
2437,2016-06-21 10:20,INDOOR,21.0,3.0
2437,2016-06-22 22:30,NUM,45.0,3.0
2437,2016-06-22 20:40,INDOOR,45.0,3.0
2437,2016-06-22 20:00,NUM,45.0,3.0
2437,2016-06-22 9:30,INDOOR,45.0,3.0
2437,2016-06-21 22:00,NUM,45.0,3.0
2437,2016-06-21 9:00,INDOOR,45.0,3.0
7445,2016-06-25 20:20,NUM,10.0,2.0
7445,2016-06-25 10:40,INDOOR,10.0,2.0
7445,2016-06-24 20:10,NUM,10.0,2.0
7445,2016-06-24 17:20,INDOOR,10.0,2.0
7445,2016-06-24 17:10,NUM,10.0,2.0
7445,2016-06-24 8:10,INDOOR,10.0,2.0
7445,2016-06-25 20:20,NUM,36.0,2.0
7445,2016-06-25 10:40,INDOOR,36.0,2.0
7445,2016-06-24 20:10,NUM,36.0,2.0
7445,2016-06-24 12:40,INDOOR,36.0,2.0
7445,2016-06-24 9:50,NUM,36.0,2.0
7445,2016-06-24 9:30,INDOOR,36.0,2.0
7445,2016-06-24 8:20,NUM,36.0,2.0
7445,2016-06-24 8:10,INDOOR,36.0,2.0
333,2016-06-24 10:00,NUM,80.0,3.0
333,2016-06-24 9:00,INDOOR,80.0,3.0
333,2016-06-25 18:20,NUM,58.0,3.0
333,2016-06-25 17:10,INDOOR,58.0,3.0
333,2016-06-25 16:00,NUM,58.0,3.0
333,2016-06-25 14:20,INDOOR,58.0,3.0
333,2016-06-24 18:00,NUM,58.0,3.0
333,2016-06-24 17:00,INDOOR,58.0,3.0
333,2016-06-24 12:20,NUM,58.0,3.0
333,2016-06-24 11:50,INDOOR,58.0,3.0
333,2016-06-24 10:00,NUM,58.0,3.0
333,2016-06-24 9:00,INDOOR,58.0,3.0
333,2016-06-25 18:20,NUM,59.0,3.0
333,2016-06-25 17:10,INDOOR,59.0,3.0
333,2016-06-25 16:00,NUM,59.0,3.0
333,2016-06-25 14:20,INDOOR,59.0,3.0
333,2016-06-24 18:00,NUM,59.0,3.0
333,2016-06-24 17:00,INDOOR,59.0,3.0
333,2016-06-24 12:20,NUM,59.0,3.0
333,2016-06-24 11:50,INDOOR,59.0,3.0
333,2016-06-24 10:00,NUM,59.0,3.0
333,2016-06-24 9:00,INDOOR,59.0,3.0
5536,2016-06-25 23:00,NUM,23.0,3.0
5536,2016-06-25 20:40,INDOOR,23.0,3.0
5536,2016-06-25 20:00,NUM,23.0,3.0
5536,2016-06-25 9:50,INDOOR,23.0,3.0
5536,2016-06-24 22:50,NUM,23.0,3.0
5536,2016-06-24 11:30,INDOOR,23.0,3.0
5536,2016-06-25 23:00,NUM,52.0,3.0
5536,2016-06-25 22:40,INDOOR,52.0,3.0
5536,2016-06-25 22:20,NUM,52.0,3.0
5536,2016-06-25 20:40,INDOOR,52.0,3.0
5536,2016-06-25 20:00,NUM,52.0,3.0
5536,2016-06-25 10:20,INDOOR,52.0,3.0
5536,2016-06-24 19:40,NUM,52.0,3.0
5536,2016-06-24 18:40,INDOOR,52.0,3.0
5536,2016-06-24 16:20,NUM,52.0,3.0
5536,2016-06-24 9:30,INDOOR,52.0,3.0
5536,2016-06-25 20:00,NUM,57.0,3.0
5536,2016-06-25 10:20,INDOOR,57.0,3.0
5536,2016-06-24 19:40,NUM,57.0,3.0
5536,2016-06-24 7:20,INDOOR,57.0,3.0
11875,2016-06-26 21:40,NUM,23.0,2.0
11875,2016-06-26 6:10,INDOOR,23.0,2.0
11875,2016-06-25 18:20,NUM,23.0,2.0
11875,2016-06-25 6:00,INDOOR,23.0,2.0
11875,2016-06-26 17:00,NUM,51.0,2.0
11875,2016-06-26 10:20,INDOOR,51.0,2.0
11875,2016-06-25 21:30,NUM,51.0,2.0
11875,2016-06-25 20:00,INDOOR,51.0,2.0
11875,2016-06-25 18:50,NUM,51.0,2.0
11875,2016-06-25 7:20,INDOOR,51.0,2.0
11875,2016-06-26 17:00,NUM,53.0,2.0
11875,2016-06-26 10:20,INDOOR,53.0,2.0
11875,2016-06-25 17:20,NUM,53.0,2.0
11875,2016-06-25 7:30,INDOOR,53.0,2.0
11184,2016-06-26 10:10,INDOOR,79.0,2.0
11184,2016-06-25 16:00,NUM,79.0,2.0
11184,2016-06-25 10:00,INDOOR,79.0,2.0
11184,2016-06-25 9:40,NUM,79.0,2.0
11184,2016-06-25 9:10,INDOOR,79.0,2.0
11184,2016-06-26 23:00,NUM,46.0,2.0
11184,2016-06-26 22:50,INDOOR,46.0,2.0
11184,2016-06-26 16:40,NUM,46.0,2.0
11184,2016-06-26 11:10,INDOOR,46.0,2.0
11184,2016-06-25 21:20,NUM,46.0,2.0
11184,2016-06-25 21:00,INDOOR,46.0,2.0
11184,2016-06-25 17:00,NUM,46.0,2.0
11184,2016-06-25 16:00,INDOOR,46.0,2.0
11184,2016-06-26 8:50,INDOOR,52.0,2.0
11184,2016-06-25 20:00,NUM,52.0,2.0
11184,2016-06-25 18:40,INDOOR,52.0,2.0
11184,2016-06-25 18:00,NUM,52.0,2.0
11184,2016-06-25 10:00,INDOOR,52.0,2.0
7109,2016-06-22 16:30,NUM,80.0,2.0
7109,2016-06-22 13:40,INDOOR,80.0,2.0
7109,2016-06-22 8:30,NUM,80.0,2.0
7109,2016-06-22 8:00,INDOOR,80.0,2.0
7109,2016-06-21 17:20,NUM,80.0,2.0
7109,2016-06-21 16:20,INDOOR,80.0,2.0
7109,2016-06-21 14:30,NUM,80.0,2.0
7109,2016-06-21 14:00,INDOOR,80.0,2.0
7109,2016-06-21 11:40,NUM,80.0,2.0
7109,2016-06-21 10:00,INDOOR,80.0,2.0
7109,2016-06-21 9:20,NUM,80.0,2.0
7109,2016-06-21 8:30,INDOOR,80.0,2.0
7109,2016-06-22 20:00,NUM,88.0,2.0
7109,2016-06-22 19:00,INDOOR,88.0,2.0
7109,2016-06-22 18:30,NUM,88.0,2.0
7109,2016-06-22 6:40,INDOOR,88.0,2.0
7109,2016-06-21 19:30,NUM,88.0,2.0
7109,2016-06-21 6:40,INDOOR,88.0,2.0
5759,2016-06-22 17:20,NUM,72.0,3.0
5759,2016-06-22 14:50,INDOOR,72.0,3.0
5759,2016-06-22 14:40,NUM,72.0,3.0
5759,2016-06-22 11:50,INDOOR,72.0,3.0
5759,2016-06-22 11:20,NUM,72.0,3.0
5759,2016-06-22 9:30,INDOOR,72.0,3.0
5759,2016-06-22 7:30,NUM,72.0,3.0
5759,2016-06-22 6:20,INDOOR,72.0,3.0
5759,2016-06-21 14:40,NUM,72.0,3.0
5759,2016-06-21 13:40,INDOOR,72.0,3.0
5759,2016-06-21 11:30,NUM,72.0,3.0
5759,2016-06-21 9:50,INDOOR,72.0,3.0
5759,2016-06-21 7:50,NUM,72.0,3.0
5759,2016-06-21 6:40,INDOOR,72.0,3.0
5759,2016-06-22 22:00,NUM,44.0,3.0
5759,2016-06-22 20:00,INDOOR,44.0,3.0
5759,2016-06-21 18:50,NUM,44.0,3.0
5759,2016-06-21 18:30,INDOOR,44.0,3.0
5759,2016-06-21 14:10,NUM,44.0,3.0
5759,2016-06-21 13:00,INDOOR,44.0,3.0
5759,2016-06-22 22:00,NUM,40.0,3.0
5759,2016-06-22 6:50,INDOOR,40.0,3.0
5759,2016-06-21 19:20,NUM,40.0,3.0
5759,2016-06-21 7:20,INDOOR,40.0,3.0
4765,2016-06-24 7:50,INDOOR,31.0,3.0
4765,2016-06-23 19:00,NUM,31.0,3.0
4765,2016-06-23 7:50,INDOOR,31.0,3.0
4765,2016-06-23 15:20,INDOOR,58.0,3.0
4765,2016-06-23 15:10,NUM,58.0,3.0
4765,2016-06-23 8:40,INDOOR,58.0,3.0
4765,2016-06-23 21:00,INDOOR,57.0,3.0
4765,2016-06-23 20:00,NUM,57.0,3.0
4765,2016-06-23 15:40,INDOOR,57.0,3.0
4765,2016-06-23 13:00,NUM,57.0,3.0
4765,2016-06-23 11:00,INDOOR,57.0,3.0
2552,2016-06-26 20:20,NUM,83.0,4.0
2552,2016-06-26 9:40,INDOOR,83.0,4.0
2552,2016-06-26 8:10,NUM,83.0,4.0
2552,2016-06-26 6:30,INDOOR,83.0,4.0
2552,2016-06-25 20:10,NUM,83.0,4.0
