class	value
N(-1.0,0.2)	-1.20421323068736
N(-1.0,0.2)	-0.962561063117301
N(-1.0,0.2)	-1.29600161531028
N(-1.0,0.2)	-0.770046207942844
N(-1.0,0.2)	-0.708567343904453
N(-1.0,0.2)	-0.808437641037547
N(-1.0,0.2)	-0.913109193958633
N(-1.0,0.2)	-1.12080903126679
N(-1.0,0.2)	-1.04657495636347
N(-1.0,0.2)	-0.914811446857994
N(-1.0,0.2)	-0.620760892231205
N(-1.0,0.2)	-0.858621785591907
N(-1.0,0.2)	-0.973647707130592
N(-1.0,0.2)	-0.946379833181038
N(-1.0,0.2)	-1.03925387798517
N(-1.0,0.2)	-0.790143199306722
N(-1.0,0.2)	-1.17896968218215
N(-1.0,0.2)	-0.990250429641008
N(-1.0,0.2)	-1.1218582517135
N(-1.0,0.2)	-0.779027287980526
N(-1.0,0.2)	-1.49213716124833
N(-1.0,0.2)	-0.951025487179196
N(-1.0,0.2)	-1.13388257725112
N(-1.0,0.2)	-1.01956317253079
N(-1.0,0.2)	-1.39349385325853
N(-1.0,0.2)	-0.889044468123067
N(-1.0,0.2)	-1.22115246395442
N(-1.0,0.2)	-1.14681934874943
N(-1.0,0.2)	-1.04885754641296
N(-1.0,0.2)	-0.739038742456943
N(-1.0,0.2)	-1.17621294543348
N(-1.0,0.2)	-0.917145244575394
N(-1.0,0.2)	-0.944235200188332
N(-1.0,0.2)	-0.968877801375284
N(-1.0,0.2)	-1.00588517515517
N(-1.0,0.2)	-0.723182765480901
N(-1.0,0.2)	-1.32105192518388
N(-1.0,0.2)	-0.805429906531633
N(-1.0,0.2)	-1.29657581249378
N(-1.0,0.2)	-1.28080959822047
N(-1.0,0.2)	-1.02936787267175
N(-1.0,0.2)	-0.933957557670491
N(-1.0,0.2)	-1.12633428619281
N(-1.0,0.2)	-0.987404439754924
N(-1.0,0.2)	-0.68881822307658
N(-1.0,0.2)	-1.055889092663
N(-1.0,0.2)	-0.629435376229239
N(-1.0,0.2)	-0.855429147129234
N(-1.0,0.2)	-1.34164101863039
N(-1.0,0.2)	-0.761914796321289
N(-1.0,0.2)	-1.1316542921424
N(-1.0,0.2)	-0.904904265481127
N(-1.0,0.2)	-0.770372116641871
N(-1.0,0.2)	-0.958435096397817
N(-1.0,0.2)	-1.23866427597469
N(-1.0,0.2)	-1.09478113357028
N(-1.0,0.2)	-0.830877037249337
N(-1.0,0.2)	-1.20129699103243
N(-1.0,0.2)	-1.00430423540365
N(-1.0,0.2)	-0.914444493257015
N(-1.0,0.2)	-0.43171676306613
N(-1.0,0.2)	-0.69383766970269
N(-1.0,0.2)	-0.677334053196438
N(-1.0,0.2)	-1.02295491472089
N(-1.0,0.2)	-0.908443903395697
N(-1.0,0.2)	-0.80478177907278
N(-1.0,0.2)	-1.03855432130895
N(-1.0,0.2)	-1.12955534831312
N(-1.0,0.2)	-1.09390097646499
N(-1.0,0.2)	-0.873503903070302
N(-1.0,0.2)	-0.995428849614059
N(-1.0,0.2)	-1.17013024926025
N(-1.0,0.2)	-0.758170352445305
N(-1.0,0.2)	-1.00960676749335
N(-1.0,0.2)	-0.769643939699238
N(-1.0,0.2)	-1.08544438115467
N(-1.0,0.2)	-0.810143970865859
N(-1.0,0.2)	-1.02211508420488
N(-1.0,0.2)	-0.918034821967598
N(-1.0,0.2)	-0.714100620152403
N(-1.0,0.2)	-1.19019623642393
N(-1.0,0.2)	-1.03779599232565
N(-1.0,0.2)	-1.2729520397601
N(-1.0,0.2)	-1.30158786310394
N(-1.0,0.2)	-1.04136746677797
N(-1.0,0.2)	-0.795309519165867
N(-1.0,0.2)	-1.03510514970185
N(-1.0,0.2)	-0.94046133109528
N(-1.0,0.2)	-0.936814722081485
N(-1.0,0.2)	-1.02246040161154
N(-1.0,0.2)	-0.852511140205618
N(-1.0,0.2)	-1.21903775916253
N(-1.0,0.2)	-1.17249934378922
N(-1.0,0.2)	-0.971572510706632
N(-1.0,0.2)	-1.25701154820603
N(-1.0,0.2)	-0.740877223537352
N(-1.0,0.2)	-1.00928543832215
N(-1.0,0.2)	-1.02563798961216
N(-1.0,0.2)	-1.18305168825286
N(-1.0,0.2)	-0.712191031127802
N(-1.0,0.2)	-1.28276639578513
N(-1.0,0.2)	-1.1574740531264
N(-1.0,0.2)	-0.889987525321298
N(-1.0,0.2)	-0.98573996436493
N(-1.0,0.2)	-0.95808013450339
N(-1.0,0.2)	-0.960677251299795
N(-1.0,0.2)	-1.27556314273679
N(-1.0,0.2)	-0.985015775727116
N(-1.0,0.2)	-1.01396090496899
N(-1.0,0.2)	-1.1099880806298
N(-1.0,0.2)	-1.22152356112325
N(-1.0,0.2)	-0.865632805521137
N(-1.0,0.2)	-0.607590602181213
N(-1.0,0.2)	-0.758094289148895
N(-1.0,0.2)	-0.941689313870964
N(-1.0,0.2)	-1.05603437649866
N(-1.0,0.2)	-1.10642748452315
N(-1.0,0.2)	-1.31328196195568
N(-1.0,0.2)	-0.914957706238693
N(-1.0,0.2)	-0.929124730209984
N(-1.0,0.2)	-0.934266917395606
N(-1.0,0.2)	-0.907990002392673
N(-1.0,0.2)	-1.05823840807915
N(-1.0,0.2)	-0.862101494266596
N(-1.0,0.2)	-1.15743953358387
N(-1.0,0.2)	-1.12377074793551
N(-1.0,0.2)	-1.10600962793287
N(-1.0,0.2)	-0.618306689770571
N(-1.0,0.2)	-1.09194192702678
N(-1.0,0.2)	-1.17494033767809
N(-1.0,0.2)	-0.903784389869727
N(-1.0,0.2)	-1.03279538796529
N(-1.0,0.2)	-0.863903340411802
N(-1.0,0.2)	-1.29592845545491
N(-1.0,0.2)	-1.08840273343308
N(-1.0,0.2)	-0.904945426217109
N(-1.0,0.2)	-1.116752805766
N(-1.0,0.2)	-1.46940391912575
N(-1.0,0.2)	-0.849210500077821
N(-1.0,0.2)	-1.09117863783937
N(-1.0,0.2)	-0.828364635576479
N(-1.0,0.2)	-1.24940593410202
N(-1.0,0.2)	-0.93440824137478
N(-1.0,0.2)	-1.06903393243127
N(-1.0,0.2)	-1.21712247240747
N(-1.0,0.2)	-1.32421299108123
N(-1.0,0.2)	-1.14285290100541
N(-1.0,0.2)	-1.21183912176947
N(-1.0,0.2)	-1.32992872495094
N(-1.0,0.2)	-0.975792378048407
N(-1.0,0.2)	-0.523499861830772
N(-1.0,0.2)	-1.0000059149152
N(-1.0,0.2)	-0.728662612840328
N(-1.0,0.2)	-1.03294994404601
N(-1.0,0.2)	-0.89223890561808
N(-1.0,0.2)	-1.17921091181482
N(-1.0,0.2)	-1.03497084515447
N(-1.0,0.2)	-1.40688908220185
N(-1.0,0.2)	-1.1004431333443
N(-1.0,0.2)	-0.745966414436882
N(-1.0,0.2)	-0.938065070727106
N(-1.0,0.2)	-1.18444350415067
N(-1.0,0.2)	-0.940500610045759
N(-1.0,0.2)	-1.03049403089952
N(-1.0,0.2)	-0.829207561529391
N(-1.0,0.2)	-0.782921587291906
N(-1.0,0.2)	-1.12996874964909
N(-1.0,0.2)	-1.13266629954785
N(-1.0,0.2)	-1.00315428736406
N(-1.0,0.2)	-1.03097137315717
N(-1.0,0.2)	-1.11961775267815
N(-1.0,0.2)	-1.20070366114429
N(-1.0,0.2)	-1.23271085676951
N(-1.0,0.2)	-1.44042175037701
N(-1.0,0.2)	-0.728759992003749
N(-1.0,0.2)	-1.25564503208579
N(-1.0,0.2)	-1.14214711467299
N(-1.0,0.2)	-1.03791362733139
N(-1.0,0.2)	-1.26400297126658
N(-1.0,0.2)	-1.15451200267542
N(-1.0,0.2)	-1.24921354973477
N(-1.0,0.2)	-0.794685355510966
N(-1.0,0.2)	-0.970845004633589
N(-1.0,0.2)	-0.822665742627731
N(-1.0,0.2)	-0.671573741350757
N(-1.0,0.2)	-0.535029155919042
N(-1.0,0.2)	-1.11589521827511
N(-1.0,0.2)	-1.13510749281314
N(-1.0,0.2)	-1.01692983859278
N(-1.0,0.2)	-0.773824107629886
N(-1.0,0.2)	-1.1707375959755
N(-1.0,0.2)	-1.14846718586728
N(-1.0,0.2)	-1.18221026754155
N(-1.0,0.2)	-1.05762231045576
N(-1.0,0.2)	-1.11756570428701
N(-1.0,0.2)	-0.984865822047876
N(-1.0,0.2)	-0.862254395850263
N(-1.0,0.2)	-1.09812026723755
N(-1.0,0.2)	-1.15453134087911
N(-1.0,0.2)	-1.00149492184901
N(-1.0,0.2)	-0.914719859337496
N(-1.0,0.2)	-1.00608479073869
N(-1.0,0.2)	-1.13499774186322
N(-1.0,0.2)	-0.640140109652779
N(-1.0,0.2)	-1.07720665544935
N(-1.0,0.2)	-1.10083866484983
N(-1.0,0.2)	-0.942071514829321
N(-1.0,0.2)	-0.990770098116445
N(-1.0,0.2)	-0.43290108444787
N(-1.0,0.2)	-0.899315239578288
N(-1.0,0.2)	-1.23736174994503
N(-1.0,0.2)	-0.908488424951866
N(-1.0,0.2)	-0.810059620825781
N(-1.0,0.2)	-1.25767492163665
N(-1.0,0.2)	-1.30937286435452
N(-1.0,0.2)	-1.11301136955519
N(-1.0,0.2)	-1.01579619778705
N(-1.0,0.2)	-0.819654078313927
N(-1.0,0.2)	-1.00652545286057
N(-1.0,0.2)	-0.914703584358743
N(-1.0,0.2)	-1.19294332521893
N(-1.0,0.2)	-0.834751403210417
N(-1.0,0.2)	-1.12493440908929
N(-1.0,0.2)	-1.04600101858361
N(-1.0,0.2)	-1.01260275011148
N(-1.0,0.2)	-0.605414466958877
N(-1.0,0.2)	-1.0632851686737
N(-1.0,0.2)	-0.963144773327698
N(-1.0,0.2)	-0.823741883789215
N(-1.0,0.2)	-1.14110993999529
N(-1.0,0.2)	-1.29131975811435
N(-1.0,0.2)	-0.807009563036341
N(-1.0,0.2)	-0.806843737023681
N(-1.0,0.2)	-0.824084751303131
N(-1.0,0.2)	-0.662100954869666
N(-1.0,0.2)	-0.973593353628973
N(-1.0,0.2)	-0.9826109308687
N(-1.0,0.2)	-0.955999546903371
N(-1.0,0.2)	-1.05009441625998
N(-1.0,0.2)	-0.969834163283727
N(-1.0,0.2)	-0.746730792025722
N(-1.0,0.2)	-0.869787288030514
N(-1.0,0.2)	-0.941064375448734
N(-1.0,0.2)	-1.1602911234034
N(-1.0,0.2)	-1.27594694558486
N(-1.0,0.2)	-1.311775966975
N(-1.0,0.2)	-0.616002994342062
N(-1.0,0.2)	-1.3290687726794
N(-1.0,0.2)	-0.895584797148944
N(-1.0,0.2)	-0.931342398363833
N(-1.0,0.2)	-1.10123481945542
N(-1.0,0.2)	-1.04059501602589
N(-1.0,0.2)	-0.521141510823952
N(-1.0,0.2)	-1.06372570003316
N(-1.0,0.2)	-1.22540602991119
N(-1.0,0.2)	-0.993097261875477
N(-1.0,0.2)	-0.97729361236441
N(-1.0,0.2)	-0.868939678197607
N(-1.0,0.2)	-0.797128495219481
N(-1.0,0.2)	-1.06605071509458
N(-1.0,0.2)	-1.3704598699288
N(-1.0,0.2)	-1.090198045089
N(-1.0,0.2)	-1.21738050573351
N(-1.0,0.2)	-0.901828463821674
N(-1.0,0.2)	-1.01149725452663
N(-1.0,0.2)	-1.17889584243047
N(-1.0,0.2)	-1.08198225674876
N(-1.0,0.2)	-1.01495218627203
N(-1.0,0.2)	-1.17339212944002
N(-1.0,0.2)	-1.00309598406283
N(-1.0,0.2)	-1.25167703086382
N(-1.0,0.2)	-1.00953052063937
N(-1.0,0.2)	-1.19149478136107
N(-1.0,0.2)	-0.915416153929641
N(-1.0,0.2)	-1.08448489619374
N(-1.0,0.2)	-0.748119883339603
N(-1.0,0.2)	-1.30942532888277
N(-1.0,0.2)	-0.487226129172319
N(-1.0,0.2)	-1.18175791796159
N(-1.0,0.2)	-0.810429845959437
N(-1.0,0.2)	-1.22045807495447
N(-1.0,0.2)	-1.09742860775284
N(-1.0,0.2)	-0.987787913463653
N(-1.0,0.2)	-1.23888827368958
N(-1.0,0.2)	-0.67699375299295
N(-1.0,0.2)	-1.16814783209779
N(-1.0,0.2)	-1.02764573571121
N(-1.0,0.2)	-0.977635588336687
N(-1.0,0.2)	-0.949859051111989
N(-1.0,0.2)	-0.698772959544996
N(-1.0,0.2)	-0.593646907419009
N(-1.0,0.2)	-0.780403830881308
N(-1.0,0.2)	-1.01367781378081
N(-1.0,0.2)	-0.88528420348336
N(-1.0,0.2)	-0.609711098252049
N(-1.0,0.2)	-0.719860015925755
N(-1.0,0.2)	-0.905986293386529
N(-1.0,0.2)	-0.970951995018725
N(-1.0,0.2)	-0.927373979302853
N(-1.0,0.2)	-0.8399651841054
N(-1.0,0.2)	-0.93487059327707
N(-1.0,0.2)	-1.05194206355005
N(-1.0,0.2)	-0.94059141034342
N(-1.0,0.2)	-0.685348803687735
N(-1.0,0.2)	-1.08090701655341
N(-1.0,0.2)	-1.20702970257744
N(-1.0,0.2)	-0.834907938784856
N(-1.0,0.2)	-1.22494203483725
N(-1.0,0.2)	-1.00688032469538
N(-1.0,0.2)	-1.22893742718523
N(-1.0,0.2)	-1.1048979530968
N(-1.0,0.2)	-1.06720578296207
N(-1.0,0.2)	-0.726749505321017
N(-1.0,0.2)	-0.96596721923403
N(-1.0,0.2)	-0.917198261427897
N(-1.0,0.2)	-1.01212474650157
N(-1.0,0.2)	-1.1204925026659
N(-1.0,0.2)	-0.882634123055445
N(-1.0,0.2)	-0.695956358139521
N(-1.0,0.2)	-0.893823865471003
N(-1.0,0.2)	-1.20793955914413
N(-1.0,0.2)	-1.02541727064095
N(-1.0,0.2)	-1.02430210642445
N(-1.0,0.2)	-1.28902442112639
N(-1.0,0.2)	-1.18421088108082
N(-1.0,0.2)	-0.89189766462142
N(-1.0,0.2)	-0.612137869250462
N(-1.0,0.2)	-1.35675727913535
N(-1.0,0.2)	-1.01377380106107
N(-1.0,0.2)	-0.870967393251354
N(-1.0,0.2)	-0.874010907601197
N(-1.0,0.2)	-0.833149177655899
N(-1.0,0.2)	-0.725563098421315
N(-1.0,0.2)	-0.838260891254295
N(-1.0,0.2)	-1.33390570621964
N(-1.0,0.2)	-1.16725972064261
N(-1.0,0.2)	-0.717380237508084
N(-1.0,0.2)	-1.01818658535439
N(-1.0,0.2)	-1.2097033782196
N(-1.0,0.2)	-1.17582044283339
N(-1.0,0.2)	-0.667546711920912
N(-1.0,0.2)	-1.02297396770032
N(-1.0,0.2)	-0.9275319386194
N(-1.0,0.2)	-1.20547749425271
N(-1.0,0.2)	-1.07931812911706
N(-1.0,0.2)	-0.887641553138103
N(-1.0,0.2)	-0.75721830080175
N(-1.0,0.2)	-0.918288471154332
N(-1.0,0.2)	-0.915101634612327
N(-1.0,0.2)	-1.01438196341485
N(-1.0,0.2)	-1.40544694222647
N(-1.0,0.2)	-0.514627661783291
N(-1.0,0.2)	-1.03984026165522
N(-1.0,0.2)	-0.631725869703157
N(-1.0,0.2)	-1.10964698448876
N(-1.0,0.2)	-0.959144768081369
N(-1.0,0.2)	-0.633677129087106
N(-1.0,0.2)	-0.950069085855273
N(-1.0,0.2)	-0.909293805540537
N(-1.0,0.2)	-0.710828989760727
N(-1.0,0.2)	-1.32428236741445
N(-1.0,0.2)	-1.2142730584133
N(-1.0,0.2)	-0.96792583137605
N(-1.0,0.2)	-1.15808110861132
N(-1.0,0.2)	-1.11569443759716
N(-1.0,0.2)	-1.31947530946205
N(-1.0,0.2)	-1.07350052740013
N(-1.0,0.2)	-1.1442078119072
N(-1.0,0.2)	-1.13691232130589
N(-1.0,0.2)	-0.947811731436213
N(-1.0,0.2)	-0.965898508949614
N(-1.0,0.2)	-1.12065439875096
N(-1.0,0.2)	-1.01700255974019
N(-1.0,0.2)	-1.05781568990365
N(-1.0,0.2)	-0.593571189124191
N(-1.0,0.2)	-0.94493405215321
N(-1.0,0.2)	-0.827592993659983
N(-1.0,0.2)	-1.14528091489052
N(-1.0,0.2)	-1.08350125534309
N(-1.0,0.2)	-0.945305035573293
N(-1.0,0.2)	-0.955638760470957
N(-1.0,0.2)	-0.957866635737137
N(-1.0,0.2)	-0.868086231484168
N(-1.0,0.2)	-0.949673394285339
N(-1.0,0.2)	-0.912005213672121
N(-1.0,0.2)	-1.19551528068596
N(-1.0,0.2)	-0.50115998339464
N(-1.0,0.2)	-1.51198313383186
N(-1.0,0.2)	-0.926679640682817
N(-1.0,0.2)	-0.928675226010227
N(-1.0,0.2)	-0.798383112443189
N(-1.0,0.2)	-0.63638857702262
N(-1.0,0.2)	-1.01736206016157
N(-1.0,0.2)	-1.07355039004705
N(-1.0,0.2)	-1.19464501237638
N(-1.0,0.2)	-0.996544704188094
N(-1.0,0.2)	-1.19708597603488
N(-1.0,0.2)	-0.787810523903823
N(-1.0,0.2)	-1.16012496252609
N(-1.0,0.2)	-1.08684749836766
N(-1.0,0.2)	-1.21177042592562
N(-1.0,0.2)	-1.20208938108958
N(-1.0,0.2)	-0.926495070303886
N(-1.0,0.2)	-0.883648464241921
N(-1.0,0.2)	-1.4323320328219
N(-1.0,0.2)	-1.04598554164963
N(-1.0,0.2)	-0.736750995350331
N(-1.0,0.2)	-0.840059235062114
N(-1.0,0.2)	-1.44035015085186
N(-1.0,0.2)	-0.585024756485449
N(-1.0,0.2)	-1.20177260158306
N(-1.0,0.2)	-0.827042194673938
N(-1.0,0.2)	-1.23522415364778
N(-1.0,0.2)	-0.874368228443924
N(-1.0,0.2)	-1.02463407468077
N(-1.0,0.2)	-0.615170921379012
N(-1.0,0.2)	-0.904331835901475
N(-1.0,0.2)	-1.00379593961736
N(-1.0,0.2)	-1.22461910995435
N(-1.0,0.2)	-0.948287494028974
N(-1.0,0.2)	-1.17300446157615
N(-1.0,0.2)	-0.851269061932103
N(-1.0,0.2)	-1.09459329146639
N(-1.0,0.2)	-0.970879584237953
N(-1.0,0.2)	-0.977506895695106
N(-1.0,0.2)	-0.917478391306247
N(-1.0,0.2)	-0.791328861405175
N(-1.0,0.2)	-1.09086850904872
N(-1.0,0.2)	-1.11747378787939
N(-1.0,0.2)	-1.00416925116528
N(-1.0,0.2)	-1.03530472861217
N(-1.0,0.2)	-1.35074637326758
N(-1.0,0.2)	-0.832283025941737
N(-1.0,0.2)	-1.12583476969272
N(-1.0,0.2)	-0.641166188011094
N(-1.0,0.2)	-0.761430089294212
N(-1.0,0.2)	-0.969859851080313
N(-1.0,0.2)	-1.11957181809952
N(-1.0,0.2)	-0.681073271510501
N(-1.0,0.2)	-0.779990130757597
N(-1.0,0.2)	-1.09796772222694
N(-1.0,0.2)	-0.935385174236616
N(-1.0,0.2)	-0.84905573973718
N(-1.0,0.2)	-1.3040461144128
N(-1.0,0.2)	-1.08624874999826
N(-1.0,0.2)	-0.732055239157793
N(-1.0,0.2)	-1.05948018948756
N(-1.0,0.2)	-0.790282286731076
N(-1.0,0.2)	-0.883053894186582
N(-1.0,0.2)	-1.00828224950039
N(-1.0,0.2)	-1.0072954743335
N(-1.0,0.2)	-1.05612216555814
N(-1.0,0.2)	-0.684415236248544
N(-1.0,0.2)	-1.0662871641841
N(-1.0,0.2)	-1.206927206929
N(-1.0,0.2)	-0.997591880378462
N(-1.0,0.2)	-1.14957638722626
N(-1.0,0.2)	-1.04928106549555
N(-1.0,0.2)	-0.384299460477353
N(-1.0,0.2)	-1.43758150166258
N(-1.0,0.2)	-1.26221665302422
N(-1.0,0.2)	-0.789506382786267
N(-1.0,0.2)	-0.948220220167046
N(-1.0,0.2)	-0.792141218722265
N(-1.0,0.2)	-0.911026816634435
N(-1.0,0.2)	-0.928823135342678
N(-1.0,0.2)	-0.96401028119131
N(-1.0,0.2)	-0.993319162903658
N(-1.0,0.2)	-0.835075482372557
N(-1.0,0.2)	-0.899516388405015
N(-1.0,0.2)	-0.652277871005737
N(-1.0,0.2)	-1.17725105080867
N(-1.0,0.2)	-1.08337849116077
N(-1.0,0.2)	-0.948407683458327
N(-1.0,0.2)	-1.34389434629377
N(-1.0,0.2)	-1.35048048020197
N(-1.0,0.2)	-0.975134740080425
N(-1.0,0.2)	-0.887796800179223
N(-1.0,0.2)	-1.04750412077909
N(-1.0,0.2)	-1.27659830500804
N(-1.0,0.2)	-1.19198976551411
N(-1.0,0.2)	-0.823719427046032
N(-1.0,0.2)	-1.15333423726279
N(-1.0,0.2)	-0.992207526782506
N(-1.0,0.2)	-1.06905810026134
N(-1.0,0.2)	-1.2289830857946
N(-1.0,0.2)	-1.03344065159017
N(-1.0,0.2)	-0.823219574945203
N(-1.0,0.2)	-1.03363123053944
N(-1.0,0.2)	-0.643392172750379
N(-1.0,0.2)	-1.16834119845641
N(-1.0,0.2)	-0.839812858508103
N(-1.0,0.2)	-0.718310934698568
N(-1.0,0.2)	-0.830650564286808
N(-1.0,0.2)	-0.96826756382668
N(-1.0,0.2)	-0.825511194605359
N(-1.0,0.2)	-1.11717000566544
N(-1.0,0.2)	-1.11730880430122
N(-1.0,0.2)	-1.25632973461617
N(-1.0,0.2)	-0.766321037325728
N(-1.0,0.2)	-1.1672265249202
N(-1.0,0.2)	-1.04120823566996
N(-1.0,0.2)	-1.14392198282409
N(-1.0,0.2)	-1.23442609843671
N(-1.0,0.2)	-1.03353970841241
N(-1.0,0.2)	-1.33849646623898
N(-1.0,0.2)	-0.955596847423313
N(-1.0,0.2)	-1.38589032898904
N(-1.0,0.2)	-0.74438755832629
N(-1.0,0.2)	-1.48577790537175
N(-1.0,0.2)	-1.02632688086638
N(-1.0,0.2)	-0.674976684378552
N(-1.0,0.2)	-0.924352222927329
N(-1.0,0.2)	-0.977545660070649
N(-1.0,0.2)	-1.31286811820419
N(-1.0,0.2)	-1.00160364126076
N(-1.0,0.2)	-0.713073792220789
N(-1.0,0.2)	-1.00198759809757
N(-1.0,0.2)	-0.828563972160092
N(-1.0,0.2)	-1.02624827663671
N(-1.0,0.2)	-1.00267264618777
N(-1.0,0.2)	-0.985507478867931
N(-1.0,0.2)	-0.918119011140387
N(-1.0,0.2)	-1.09254959524141
N(-1.0,0.2)	-0.856767274286917
N(-1.0,0.2)	-0.890264355942455
N(-1.0,0.2)	-0.834429212740498
N(-1.0,0.2)	-0.987615021255699
N(-1.0,0.2)	-0.811995104125895
N(-1.0,0.2)	-1.31116145322069
N(-1.0,0.2)	-1.15488092290925
N(-1.0,0.2)	-0.895082331878636
N(-1.0,0.2)	-0.860477459441753
N(-1.0,0.2)	-1.20932339375937
N(-1.0,0.2)	-1.16424756295256
N(-1.0,0.2)	-0.875162025590593
N(-1.0,0.2)	-1.11688244166955
N(-1.0,0.2)	-1.03333147458878
N(-1.0,0.2)	-0.857854247161169
N(-1.0,0.2)	-0.764258397884783
N(-1.0,0.2)	-1.30516525170499
N(-1.0,0.2)	-1.32324268079465
N(-1.0,0.2)	-0.788787008741415
N(-1.0,0.2)	-0.733932428724946
N(-1.0,0.2)	-1.00204677560139
N(-1.0,0.2)	-0.833135879072631
N(-1.0,0.2)	-1.037957544406
N(-1.0,0.2)	-1.07641332081311
N(-1.0,0.2)	-0.899181283965707
N(-1.0,0.2)	-0.881761405694015
N(-1.0,0.2)	-0.560097454000906
N(-1.0,0.2)	-1.13197352162221
N(-1.0,0.2)	-1.15587303485726
N(-1.0,0.2)	-0.928567166564028
N(-1.0,0.2)	-1.0609360122386
N(-1.0,0.2)	-0.790057938437699
N(-1.0,0.2)	-1.26210085941545
N(-1.0,0.2)	-1.12627963307147
N(-1.0,0.2)	-0.680022865429354
N(-1.0,0.2)	-0.654543891794921
N(-1.0,0.2)	-1.03015727733013
N(-1.0,0.2)	-1.32448332469368
N(-1.0,0.2)	-0.412055372530863
N(-1.0,0.2)	-0.896316428271691
N(-1.0,0.2)	-0.982089638244347
N(-1.0,0.2)	-1.0564612766097
N(-1.0,0.2)	-1.10255991593561
N(-1.0,0.2)	-1.32900485394534
N(-1.0,0.2)	-0.967656463602773
N(-1.0,0.2)	-1.00742629847235
N(-1.0,0.2)	-0.977778503899498
N(-1.0,0.2)	-1.21214589581511
N(-1.0,0.2)	-1.12848595434896
N(-1.0,0.2)	-0.780643333345155
N(-1.0,0.2)	-1.26524919032628
N(-1.0,0.2)	-1.07547143475944
N(-1.0,0.2)	-1.10388382021875
N(-1.0,0.2)	-0.559219151412274
N(-1.0,0.2)	-0.997938998974906
N(-1.0,0.2)	-0.931884431623041
N(-1.0,0.2)	-1.05848364304656
N(-1.0,0.2)	-0.896544891356744
N(-1.0,0.2)	-1.10433479307218
N(-1.0,0.2)	-0.543039495708321
N(-1.0,0.2)	-0.733365169470267
N(-1.0,0.2)	-0.941138265389278
N(-1.0,0.2)	-0.555161735127316
N(-1.0,0.2)	-0.557796020497683
N(-1.0,0.2)	-0.825451038528208
N(-1.0,0.2)	-1.08457634172861
N(-1.0,0.2)	-1.06385675556563
N(-1.0,0.2)	-0.99098757987399
N(-1.0,0.2)	-0.66205473261059
N(-1.0,0.2)	-0.71833521345034
N(-1.0,0.2)	-1.08653047173656
N(-1.0,0.2)	-1.12335322376875
N(-1.0,0.2)	-0.824602500562982
N(-1.0,0.2)	-0.970828050873862
N(-1.0,0.2)	-1.25838392344516
N(-1.0,0.2)	-0.767763983388499
N(-1.0,0.2)	-1.09706403287863
N(-1.0,0.2)	-1.25492518792664
N(-1.0,0.2)	-1.2686751765736
N(-1.0,0.2)	-0.810750562251041
N(-1.0,0.2)	-0.71650845057997
N(-1.0,0.2)	-0.99100055593822
N(-1.0,0.2)	-1.19738807050857
N(-1.0,0.2)	-0.845291937196706
N(-1.0,0.2)	-0.980780786679768
N(-1.0,0.2)	-0.870552732860886
N(-1.0,0.2)	-0.948269623073483
N(-1.0,0.2)	-0.704694310700591
N(-1.0,0.2)	-1.03558248928033
N(-1.0,0.2)	-1.04348649918366
N(-1.0,0.2)	-0.941274334938683
N(-1.0,0.2)	-1.29544585095466
N(-1.0,0.2)	-0.819517421392725
N(-1.0,0.2)	-1.12898578065441
N(-1.0,0.2)	-0.817674819393593
N(-1.0,0.2)	-0.967841192605673
N(-1.0,0.2)	-0.82605566235556
N(-1.0,0.2)	-0.393275900300714
N(-1.0,0.2)	-1.04490253913384
N(-1.0,0.2)	-1.19880597309105
N(-1.0,0.2)	-0.964350171986693
N(-1.0,0.2)	-1.30065094022565
N(-1.0,0.2)	-0.953727342659181
N(-1.0,0.2)	-0.750715517769912
N(-1.0,0.2)	-0.915546462848607
N(-1.0,0.2)	-0.795331931469326
N(-1.0,0.2)	-0.690497303437966
N(-1.0,0.2)	-1.09731839452859
N(-1.0,0.2)	-1.20202038223847
N(-1.0,0.2)	-0.887079761880301
N(-1.0,0.2)	-1.17441572707526
N(-1.0,0.2)	-1.23173244976564
N(-1.0,0.2)	-1.27206854018222
N(-1.0,0.2)	-0.664980177888785
N(-1.0,0.2)	-1.23249366154754
N(-1.0,0.2)	-1.43784031496487
N(-1.0,0.2)	-1.06988467754556
N(-1.0,0.2)	-1.14448244392814
N(-1.0,0.2)	-0.954113215976696
N(-1.0,0.2)	-0.679001617340498
N(-1.0,0.2)	-0.988511275228168
N(-1.0,0.2)	-0.857652282679697
N(-1.0,0.2)	-1.21032797085842
N(-1.0,0.2)	-1.21285644758105
N(-1.0,0.2)	-0.815868836222596
N(-1.0,0.2)	-0.721856948956221
N(-1.0,0.2)	-1.11194217635879
N(-1.0,0.2)	-1.14841539300743
N(-1.0,0.2)	-0.994898639363358
N(-1.0,0.2)	-1.18041520451317
N(-1.0,0.2)	-1.0915430903799
N(-1.0,0.2)	-0.966981963205754
N(-1.0,0.2)	-0.858841478667448
N(-1.0,0.2)	-1.20465466163798
N(-1.0,0.2)	-1.08762822148484
N(-1.0,0.2)	-1.16573267969088
N(-1.0,0.2)	-0.741212568530357
N(-1.0,0.2)	-0.790585920449491
N(-1.0,0.2)	-0.637585814720102
N(-1.0,0.2)	-0.867704316753112
N(-1.0,0.2)	-1.12822464356609
N(-1.0,0.2)	-0.973964043346411
