seq,cust_id,ctg_1,ctg_2,sales_amt
694,1100078,clothing,men's clothing,59000.0
695,1100079,clothing,children & junior clothing,54700.0
696,1100080,cosmetics,perfume,70600.0
697,1100081,clothing,women's clothing,98000.0
698,1100082,food,cookies,10700.0
699,1100083,food,cookies,10700.0
700,1100084,clothing,women's clothing,94700.0
701,1100085,clothing,Other Apparel,93200.0
702,1100086,clothing,children & junior clothing,58600.0
703,1100087,clothing,children & junior clothing,61400.0
704,1100088,household goods,paper towel,16800.0
705,1100088,food,beverage,13800.0
706,1100088,clothing,children & junior clothing,60000.0
707,1100089,clothing,road shop brand,42400.0
708,1100090,clothing,underwear,16700.0
709,1100091,clothing,children & junior clothing,58000.0
710,1100093,clothing,children & junior clothing,59500.0
711,1100094,food,cookies,13900.0
712,1100094,clothing,Other Apparel,96200.0
713,1100094,clothing,road shop brand,46100.0
714,1100094,clothing,sports wear,13800.0
715,1100094,clothing,women's clothing,99400.0
716,1100094,clothing,infant clothes,26000.0
717,1100094,clothing,women's clothing,92900.0
718,1100094,clothing,infant clothes,28300.0
719,1100095,food,cookies,8100.0
720,1100096,clothing,men's clothing,65300.0
721,1100097,household goods,household goods,49500.0
722,1100097,clothing,sports wear,13100.0
723,1100097,clothing,women's clothing,95600.0
724,1100097,clothing,road shop brand,42500.0
725,1100097,clothing,children & junior clothing,54200.0
726,1100097,clothing,women's clothing,96000.0
727,1100098,food,aquaculture products,39600.0
728,1100098,food,beverage,5000.0
729,1100099,clothing,children & junior clothing,60000.0
730,1100100,clothing,men's clothing,65000.0
731,1100101,clothing,women's clothing,101000.0
732,1100102,clothing,children & junior clothing,60100.0
733,1100103,clothing,children & junior clothing,60900.0
734,1100104,household goods,paper towel,15500.0
735,1100104,clothing,children & junior clothing,56200.0
736,1100105,clothing,women's clothing,99700.0
737,1100108,clothing,children & junior clothing,61200.0
738,1100109,clothing,children & junior clothing,56400.0
739,1100110,clothing,men's clothing,64900.0
740,1100111,food,beverage,10000.0
741,1100111,clothing,children & junior clothing,61300.0
742,1100112,clothing,road shop brand,43700.0
743,1100112,clothing,sports wear,19500.0
744,1100113,clothing,children & junior clothing,56500.0
745,1100114,clothing,men's clothing,60700.0
746,1100114,clothing,children & junior clothing,62200.0
747,1100114,clothing,women's clothing,98500.0
748,1100114,clothing,women's clothing,95500.0
749,1100116,household goods,household goods,44300.0
750,1100117,household goods,paper towel,13400.0
751,1100117,clothing,Other Apparel,95200.0
752,1100118,clothing,Other Apparel,96700.0
753,1100119,food,cookies,12300.0
754,1100120,clothing,road shop brand,45100.0
755,1100120,clothing,maternity,90600.0
756,1100122,clothing,road shop brand,46700.0
757,1100122,clothing,infant clothes,27900.0
758,1100123,clothing,Other Apparel,97600.0
759,1100123,clothing,men's clothing,61300.0
760,1100123,clothing,men's clothing,61400.0
761,1100123,clothing,women's clothing,96400.0
762,1100124,clothing,children & junior clothing,62400.0
763,1100124,clothing,infant clothes,34700.0
764,1100126,clothing,women's clothing,100500.0
765,1100128,clothing,children & junior clothing,54800.0
766,1100129,clothing,children & junior clothing,53800.0
767,1100129,clothing,women's clothing,98100.0
768,1100129,clothing,women's clothing,98600.0
769,1100130,clothing,women's clothing,101900.0
770,1100132,clothing,children & junior clothing,56800.0
771,1100133,food,cookies,12200.0
772,1100133,clothing,men's clothing,62500.0
773,1100134,clothing,women's clothing,96600.0
774,1100135,food,cookies,9800.0
775,1100136,clothing,children & junior clothing,56800.0
776,1100137,household goods,paper towel,9600.0
777,1100138,clothing,men's clothing,59900.0
778,1100140,clothing,men's clothing,62000.0
779,1100141,clothing,children & junior clothing,59100.0
780,1100142,household goods,paper towel,14900.0
781,1100142,clothing,men's clothing,64000.0
782,1100142,clothing,road shop brand,42500.0
783,1100142,clothing,women's clothing,95200.0
784,1100142,clothing,women's clothing,98400.0
785,1100143,clothing,children & junior clothing,56500.0
786,1100144,clothing,children & junior clothing,57900.0
787,1100145,clothing,infant clothes,34800.0
788,1100145,clothing,maternity,85600.0
789,1100146,clothing,children & junior clothing,54000.0
790,1100147,clothing,children & junior clothing,55200.0
791,1100148,clothing,men's clothing,65400.0
792,1100149,clothing,men's clothing,59300.0
793,1100150,clothing,women's clothing,99100.0
794,1100151,clothing,children & junior clothing,56800.0
795,1100152,clothing,women's clothing,93400.0
796,1100153,food,agricultural products,20000.0
797,1100154,food,agricultural products,20300.0
798,1100155,household goods,paper towel,17300.0
799,1100155,food,agricultural products,16100.0
800,1100156,clothing,Other Apparel,97600.0
801,1100156,clothing,women's clothing,96600.0
802,1100156,food,beverage,7500.0
803,1100156,clothing,Other Apparel,99800.0
804,1100157,clothing,women's clothing,97200.0
805,1100158,household goods,paper towel,16000.0
806,1100158,clothing,children & junior clothing,59000.0
807,1100160,clothing,children & junior clothing,54700.0
808,1100161,clothing,women's clothing,98000.0
809,1100162,clothing,children & junior clothing,55900.0
810,1100164,clothing,children & junior clothing,54000.0
811,1100164,clothing,women's clothing,96500.0
812,1100165,clothing,women's clothing,93900.0
813,1100166,clothing,children & junior clothing,57700.0
814,1100168,clothing,children & junior clothing,58600.0
815,1100169,clothing,women's clothing,96100.0
816,1100170,clothing,children & junior clothing,54500.0
817,1100171,clothing,children & junior clothing,57700.0
818,1100173,clothing,children & junior clothing,54600.0
819,1100177,clothing,children & junior clothing,55800.0
820,1100178,food,cookies,11700.0
821,1100179,clothing,children & junior clothing,55600.0
822,1100180,electronic products,video sound,673000.0
823,1100180,household goods,paper towel,11300.0
824,1100180,food,health food,97000.0
825,1100180,food,cookies,11300.0
826,1100180,clothing,men's clothing,67600.0
827,1100180,clothing,underwear,18000.0
828,1100180,clothing,women's clothing,101000.0
829,1100180,clothing,maternity,83000.0
830,1100180,cosmetics,luxury cosmetics,524900.0
831,1100181,clothing,children & junior clothing,60500.0
832,1100183,clothing,children & junior clothing,54200.0
833,1100183,clothing,women's clothing,97900.0
834,1100184,clothing,road shop brand,50300.0
835,1100186,clothing,children & junior clothing,60500.0
836,1100187,clothing,children & junior clothing,59800.0
837,1100189,clothing,children & junior clothing,57900.0
838,1100190,clothing,women's clothing,95800.0
839,1100191,clothing,children & junior clothing,57200.0
840,1100192,household goods,household goods,42700.0
841,1100192,food,cookies,14400.0
842,1100192,clothing,children & junior clothing,56600.0
843,1100193,clothing,children & junior clothing,55900.0
844,1100194,clothing,men's clothing,59800.0
845,1100195,household goods,paper towel,12400.0
846,1100195,clothing,Other Apparel,100100.0
847,1100195,clothing,road shop brand,49000.0
848,1100195,clothing,children & junior clothing,62600.0
849,1100195,food,health food,100100.0
850,1100195,food,beverage,7800.0
851,1100196,clothing,men's clothing,59300.0
852,1100197,household goods,paper towel,14500.0
853,1100198,clothing,children & junior clothing,61400.0
854,1100199,clothing,children & junior clothing,56400.0
855,1100200,clothing,children & junior clothing,55000.0
856,1100200,clothing,infant clothes,29500.0
857,1100201,household goods,paper towel,17200.0
858,1100201,food,beverage,11500.0
859,1100201,clothing,Other Apparel,94800.0
860,1100201,clothing,sports wear,14200.0
861,1100201,clothing,women's clothing,102000.0
862,1100201,clothing,infant clothes,34100.0
863,1100201,clothing,women's clothing,100200.0
864,1100202,clothing,men's clothing,61000.0
865,1100203,clothing,big size clothing,27400.0
866,1100204,clothing,women's clothing,97600.0
867,1100205,clothing,children & junior clothing,54000.0
868,1100206,clothing,Other Apparel,101800.0
869,1100207,clothing,Other Apparel,101400.0
870,1100208,clothing,Other Apparel,96000.0
871,1100208,clothing,men's clothing,65200.0
872,1100208,clothing,men's clothing,62200.0
873,1100208,clothing,women's clothing,94700.0
874,1100209,clothing,children & junior clothing,58600.0
875,1100209,clothing,infant clothes,26800.0
876,1100210,clothing,children & junior clothing,59900.0
877,1100211,clothing,infant clothes,29100.0
878,1100212,clothing,men's clothing,62800.0
879,1100213,food,aquaculture products,37800.0
880,1100214,clothing,women's clothing,93600.0
881,1100215,clothing,children & junior clothing,60100.0
882,1100216,food,beverage,12200.0
883,1100216,clothing,men's clothing,58600.0
884,1100216,clothing,women's clothing,94000.0
885,1100216,household goods,detergent,13100.0
886,1100216,food,processed food,14300.0
887,1100216,food,agricultural products,20600.0
888,1100216,clothing,Other Apparel,94900.0
889,1100216,clothing,men's clothing,64700.0
890,1100216,clothing,children & junior clothing,62500.0
891,1100217,clothing,women's clothing,96500.0
892,1100219,electronic products,video sound,674500.0
893,1100219,clothing,women's clothing,99600.0
894,1100220,household goods,paper towel,13900.0
895,1100222,clothing,children & junior clothing,55300.0
896,1100223,clothing,children & junior clothing,55300.0
897,1100223,clothing,women's clothing,98700.0
898,1100223,clothing,men's clothing,61300.0
899,1100223,clothing,road shop brand,44500.0
900,1100223,clothing,women's clothing,95200.0
901,1100224,clothing,infant clothes,28200.0
902,1100225,clothing,children & junior clothing,54600.0
903,1100226,clothing,children & junior clothing,56800.0
904,1100227,clothing,children & junior clothing,59100.0
905,1100229,clothing,men's clothing,60400.0
906,1100231,clothing,children & junior clothing,58300.0
907,1100232,clothing,children & junior clothing,59500.0
908,1100233,clothing,Other Apparel,92900.0
909,1100235,food,cookies,7000.0
910,1100235,clothing,children & junior clothing,60100.0
911,1100236,food,cookies,6400.0
912,1100237,food,beverage,10900.0
913,1100238,food,cookies,11800.0
914,1100239,household goods,paper towel,17200.0
915,1100241,clothing,children & junior clothing,56800.0
916,1100242,clothing,Other Apparel,100600.0
917,1100242,clothing,children & junior clothing,60600.0
918,1100242,clothing,women's clothing,99200.0
919,1100243,clothing,children & junior clothing,54800.0
920,1100244,clothing,men's clothing,61300.0
921,1100245,clothing,men's clothing,62000.0
922,1100246,clothing,men's clothing,61500.0
923,1100246,clothing,infant clothes,29900.0
924,1100247,clothing,women's clothing,98500.0
925,1100248,clothing,children & junior clothing,56500.0
926,1100249,clothing,children & junior clothing,62000.0
927,1100249,clothing,pajamas,20000.0
928,1100252,clothing,children & junior clothing,60800.0
929,1100253,clothing,children & junior clothing,54700.0
930,1100254,clothing,Other Apparel,99200.0
931,1100254,clothing,infant clothes,33600.0
932,1100256,clothing,men's clothing,66300.0
933,1100256,clothing,road shop brand,48800.0
934,1100259,food,cookies,6300.0
935,1100261,clothing,children & junior clothing,53500.0
936,1100262,cosmetics,luxury cosmetics,525000.0
937,1100264,clothing,children & junior clothing,55400.0
938,1100264,clothing,women's clothing,98700.0
939,1100264,clothing,road shop brand,50000.0
940,1100264,clothing,women's clothing,93600.0
941,1100265,food,health food,96900.0
942,1100265,food,agricultural products,13900.0
943,1100265,food,beverage,12700.0
944,1100265,clothing,men's clothing,66100.0
945,1100265,clothing,women's clothing,98000.0
946,1100266,food,cookies,12700.0
947,1100266,clothing,Other Apparel,93100.0
948,1100267,food,cookies,14700.0
949,1100267,clothing,Other Apparel,98000.0
950,1100268,food,cookies,13300.0
951,1100268,clothing,Other Apparel,95500.0
952,1100269,clothing,children & junior clothing,58300.0
953,1100270,clothing,children & junior clothing,57500.0
954,1100272,food,beverage,5900.0
955,1110002,household goods,household goods,43700.0
956,1110003,food,cookies,12200.0
957,1110003,food,aquaculture products,39400.0
958,1110003,food,beverage,9900.0
959,1110003,clothing,children & junior clothing,61900.0
960,1110004,clothing,men's clothing,59800.0
961,1110004,clothing,children & junior clothing,57700.0
962,1110005,cosmetics,suncare,50200.0
963,1110006,clothing,sports wear,13600.0
964,1110006,clothing,children & junior clothing,56300.0
965,1110007,household goods,paper towel,15600.0
966,1110007,food,beverage,7600.0
967,1110007,clothing,children & junior clothing,60600.0
968,1110008,food,cookies,11400.0
969,1110008,clothing,Other Apparel,98900.0
970,1110008,clothing,road shop brand,45400.0
971,1110008,clothing,infant clothes,28600.0
972,1110008,food,cookies,14500.0
973,1110008,clothing,Other Apparel,95400.0
974,1110008,clothing,women's clothing,95400.0
975,1110008,clothing,infant clothes,29400.0
976,1110009,food,health food,98300.0
977,1110009,clothing,road shop brand,50300.0
978,1110009,clothing,infant clothes,27900.0
979,1110009,food,cookies,7000.0
980,1110009,clothing,women's clothing,94700.0
981,1110010,food,aquaculture products,34300.0
982,1110010,clothing,children & junior clothing,56200.0
983,1110011,clothing,children & junior clothing,56200.0
984,1110012,household goods,paper towel,14400.0
985,1110013,clothing,men's clothing,60400.0
986,1110013,clothing,children & junior clothing,57600.0
987,1110014,clothing,men's clothing,66100.0
988,1110014,clothing,women's clothing,100300.0
989,1110014,clothing,women's clothing,100400.0
990,1110015,clothing,men's clothing,63700.0
991,1110016,food,beverage,13000.0
992,1110017,food,beverage,10300.0
993,1110017,clothing,children & junior clothing,62400.0
994,1110018,clothing,men's clothing,62800.0
995,1110018,clothing,women's clothing,95400.0
996,1110018,clothing,men's clothing,64700.0
997,1110018,clothing,women's clothing,97300.0
998,1110019,food,instant food,43700.0
999,1110019,clothing,men's clothing,58800.0
1000,1110019,clothing,children & junior clothing,56900.0
1001,1110019,clothing,Other Apparel,97000.0
1002,1110020,food,agricultural products,19600.0
1003,1110020,clothing,men's clothing,65200.0
1004,1110021,clothing,men's clothing,58900.0
1005,1110021,clothing,children & junior clothing,56600.0
1006,1110021,clothing,women's clothing,99200.0
1007,1110021,clothing,Other Apparel,95700.0
1008,1110022,food,health food,97800.0
1009,1110022,clothing,men's clothing,58800.0
1010,1110022,clothing,women's clothing,97500.0
1011,1110023,clothing,children & junior clothing,58400.0
1012,1110024,clothing,road shop brand,49600.0
1013,1110024,clothing,children & junior clothing,60500.0
1014,1110025,clothing,children & junior clothing,54700.0
1015,1110026,clothing,men's clothing,67000.0
1016,1110026,clothing,children & junior clothing,57700.0
1017,1110027,clothing,men's clothing,65500.0
1018,1110027,clothing,children & junior clothing,55000.0
1019,1110028,clothing,children & junior clothing,53800.0
1020,1110029,clothing,children & junior clothing,60500.0
1021,1110029,clothing,maternity,86000.0
1022,1110029,clothing,women's clothing,98700.0
1023,1110030,clothing,children & junior clothing,53400.0
1024,1110030,clothing,women's clothing,93600.0
1025,1110030,household goods,paper towel,10000.0
1026,1110030,clothing,men's clothing,61900.0
1027,1110030,clothing,women's clothing,93800.0
1028,1110031,clothing,children & junior clothing,56100.0
1029,1110032,clothing,road shop brand,49500.0
1030,1110032,clothing,women's clothing,98100.0
1031,1110033,clothing,children & junior clothing,56900.0
1032,1110034,clothing,women's clothing,97400.0
1033,1110034,clothing,infant clothes,29500.0
1034,1110035,clothing,children & junior clothing,55600.0
1035,1110036,clothing,men's clothing,61500.0
1036,1110036,clothing,children & junior clothing,56900.0
1037,1110037,household goods,paper towel,14600.0
1038,1110037,clothing,men's clothing,66600.0
1039,1110037,clothing,sports wear,12600.0
1040,1110037,clothing,children & junior clothing,53800.0
1041,1110037,clothing,children & junior clothing,61100.0
1042,1110037,clothing,women's clothing,101400.0
1043,1110038,clothing,children & junior clothing,58100.0
1044,1110039,clothing,men's clothing,58500.0
1045,1110039,clothing,children & junior clothing,61400.0
1046,1110040,clothing,men's clothing,66400.0
1047,1110041,household goods,paper towel,13100.0
1048,1110041,clothing,Other Apparel,98800.0
1049,1110041,clothing,children & junior clothing,58500.0
1050,1110041,clothing,Other Apparel,100800.0
1051,1110041,clothing,road shop brand,47200.0
1052,1110041,clothing,children & junior clothing,55900.0
1053,1110041,clothing,women's clothing,95900.0
1054,1110042,household goods,household goods,47500.0
1055,1110042,clothing,men's clothing,61900.0
1056,1110042,clothing,road shop brand,44400.0
1057,1110042,clothing,men's clothing,59500.0
1058,1110042,clothing,women's clothing,98000.0
1059,1110043,clothing,Other Apparel,97300.0
1060,1110043,clothing,men's clothing,58800.0
1061,1110043,clothing,children & junior clothing,58300.0
1062,1110043,clothing,maternity,90600.0
1063,1110044,clothing,men's clothing,58600.0
1064,1110044,clothing,women's clothing,101700.0
1065,1110044,clothing,women's clothing,97600.0
1066,1110045,clothing,children & junior clothing,60800.0
1067,1110045,clothing,women's clothing,98000.0
1068,1110045,clothing,women's clothing,100000.0
1069,1110046,clothing,sports wear,13900.0
1070,1110046,clothing,children & junior clothing,61100.0
1071,1110046,clothing,women's clothing,98500.0
1072,1110047,clothing,sports wear,13200.0
1073,1110047,clothing,children & junior clothing,54000.0
1074,1110047,clothing,infant clothes,33600.0
1075,1110048,household goods,paper towel,14700.0
1076,1110048,clothing,road shop brand,43300.0
1077,1110048,clothing,children & junior clothing,59500.0
1078,1110048,clothing,women's clothing,95100.0
1079,1110048,clothing,women's clothing,97600.0
1080,1110049,household goods,paper towel,14700.0
1081,1110049,clothing,sports wear,18700.0
1082,1110049,clothing,children & junior clothing,58800.0
1083,1110049,clothing,maternity,85900.0
1084,1110049,cosmetics,skin care,23300.0
1085,1110050,clothing,men's clothing,64100.0
1086,1110050,clothing,children & junior clothing,59500.0
1087,1110051,clothing,men's clothing,61900.0
1088,1110052,electronic products,video sound,675100.0
1089,1110052,food,health food,99400.0
1090,1110052,food,aquaculture products,35600.0
1091,1110052,food,instant food,43000.0
1092,1110052,clothing,men's clothing,67100.0
1093,1110052,clothing,road shop brand,49400.0
1094,1110052,food,health food,96100.0
1095,1110052,electronic products,cellphone,817800.0
1096,1110052,food,cookies,11200.0
1097,1110052,clothing,road shop brand,42000.0
1098,1110052,clothing,sports wear,17100.0
1099,1110052,clothing,children & junior clothing,62500.0
1100,1110052,clothing,infant clothes,28700.0
1101,1110052,clothing,road shop brand,46100.0
1102,1110052,clothing,children & junior clothing,62200.0
1103,1110052,clothing,women's clothing,97100.0
1104,1110052,clothing,women's clothing,100900.0
1105,1110052,electronic products,cellphone,814300.0
1106,1110052,clothing,men's clothing,65900.0
1107,1110052,clothing,road shop brand,47500.0
1108,1110052,clothing,children & junior clothing,60300.0
1109,1110052,clothing,women's clothing,100200.0
1110,1110052,electronic products,kitchen appliances,346800.0
1111,1110052,electronic products,cellphone,817300.0
1112,1110052,household goods,paper towel,17100.0
1113,1110052,food,agricultural products,19700.0
1114,1110052,food,beverage,6000.0
1115,1110052,clothing,children & junior clothing,62500.0
1116,1110052,clothing,infant clothes,31800.0
1117,1110053,food,cookies,12700.0
1118,1110053,clothing,men's clothing,64100.0
1119,1110053,clothing,children & junior clothing,53700.0
1120,1110054,clothing,sports wear,18400.0
1121,1110055,clothing,road shop brand,47400.0
1122,1110055,clothing,children & junior clothing,56200.0
1123,1110056,food,aquaculture products,32300.0
1124,1110056,clothing,children & junior clothing,61300.0
1125,1110056,clothing,women's clothing,93100.0
1126,1110057,clothing,children & junior clothing,53800.0
1127,1110057,clothing,women's clothing,96500.0
1128,1110057,clothing,women's clothing,98200.0
1129,1110058,clothing,men's clothing,60700.0
1130,1110058,clothing,road shop brand,43900.0
1131,1110059,clothing,children & junior clothing,55100.0
1132,1110060,clothing,infant clothes,30300.0
1133,1110061,food,cookies,9400.0
1134,1110061,clothing,children & junior clothing,56200.0
1135,1110062,clothing,children & junior clothing,54600.0
1136,1110063,clothing,infant clothes,34300.0
1137,1110064,household goods,paper towel,14100.0
1138,1110064,clothing,men's clothing,62300.0
1139,1110064,clothing,sports wear,16000.0
1140,1110064,clothing,children & junior clothing,59300.0
1141,1110065,food,beverage,11100.0
1142,1110066,food,health food,94100.0
1143,1110066,clothing,children & junior clothing,61600.0
1144,1110066,clothing,Other Apparel,101400.0
1145,1110067,clothing,road shop brand,42300.0
1146,1110067,clothing,children & junior clothing,60500.0
1147,1110068,clothing,road shop brand,46100.0
1148,1110068,clothing,children & junior clothing,57200.0
1149,1110069,clothing,children & junior clothing,53600.0
1150,1110069,clothing,women's clothing,100600.0
1151,1110069,clothing,Other Apparel,94700.0
1152,1110070,household goods,paper towel,17500.0
1153,1110070,clothing,children & junior clothing,55500.0
1154,1110071,clothing,children & junior clothing,59000.0
1155,1110072,clothing,men's clothing,59700.0
1156,1110072,clothing,children & junior clothing,55100.0
1157,1110072,clothing,women's clothing,101700.0
1158,1110072,clothing,Other Apparel,96900.0
1159,1110072,clothing,men's clothing,63600.0
1160,1110072,clothing,children & junior clothing,59500.0
1161,1110072,clothing,infant clothes,33300.0
1162,1110073,household goods,household goods,44300.0
1163,1110074,food,cookies,5800.0
1164,1110074,clothing,sports wear,20500.0
1165,1110074,clothing,children & junior clothing,61100.0
1166,1110074,clothing,infant clothes,28400.0
1167,1110075,food,cookies,13200.0
1168,1110075,clothing,road shop brand,42100.0
1169,1110076,household goods,paper towel,13300.0
1170,1110076,food,snack,8300.0
1171,1110077,food,cookies,9800.0
1172,1110077,clothing,men's clothing,63700.0
1173,1110078,clothing,men's clothing,66100.0
1174,1110079,clothing,children & junior clothing,58700.0
1175,1110080,clothing,children & junior clothing,59200.0
1176,1110081,clothing,men's clothing,63100.0
1177,1110082,clothing,children & junior clothing,62500.0
1178,1110083,clothing,infant clothes,31000.0
1179,1110084,clothing,children & junior clothing,58600.0
1180,1110085,clothing,sports wear,15800.0
1181,1110086,clothing,Other Apparel,98500.0
1182,1110086,clothing,women's clothing,94000.0
1183,1110086,household goods,paper towel,16600.0
1184,1110086,food,cookies,10500.0
1185,1110086,clothing,women's clothing,94200.0
1186,1110087,clothing,men's clothing,65400.0
1187,1110087,clothing,children & junior clothing,56900.0
1188,1110088,clothing,children & junior clothing,61600.0
1189,1110089,clothing,maternity,87000.0
1190,1110090,household goods,paper towel,12600.0
1191,1110091,clothing,women's clothing,93900.0
1192,1110092,clothing,road shop brand,50800.0
1193,1110093,clothing,children & junior clothing,58700.0
1194,1110094,clothing,children & junior clothing,57900.0
1195,1110095,clothing,women's clothing,92900.0
1196,1110096,clothing,women's clothing,93200.0
1197,1110097,clothing,men's clothing,61100.0
1198,1110098,clothing,children & junior clothing,56200.0
1199,1110100,food,cookies,6200.0
1200,1110100,clothing,men's clothing,61700.0
1201,1110100,clothing,children & junior clothing,57100.0
1202,1110101,clothing,road shop brand,48900.0
1203,1110103,food,cookies,7400.0
1204,1110103,clothing,road shop brand,48200.0
1205,1110103,clothing,children & junior clothing,59100.0
1206,1110103,clothing,women's clothing,97700.0
1207,1110103,clothing,Other Apparel,100600.0
1208,1110103,clothing,children & junior clothing,55800.0
1209,1110104,clothing,children & junior clothing,60300.0
1210,1110104,clothing,women's clothing,99200.0
1211,1110105,clothing,sports wear,17300.0
1212,1110105,clothing,women's clothing,94800.0
1213,1110106,clothing,children & junior clothing,61000.0
1214,1110107,electronic products,video sound,681000.0
1215,1110107,clothing,men's clothing,59000.0
1216,1110108,clothing,men's clothing,61600.0
1217,1110108,clothing,children & junior clothing,55900.0
1218,1110109,clothing,road shop brand,48000.0
1219,1110109,clothing,women's clothing,97000.0
1220,1110110,clothing,children & junior clothing,56700.0
1221,1110111,clothing,children & junior clothing,62300.0
1222,1110112,household goods,paper towel,12400.0
1223,1110112,clothing,sports wear,13000.0
1224,1110113,clothing,children & junior clothing,56200.0
1225,1110115,clothing,children & junior clothing,57900.0
1226,1110116,household goods,household goods,50700.0
1227,1110116,clothing,men's clothing,66400.0
1228,1110118,clothing,men's clothing,62200.0
1229,1110119,food,agricultural products,19000.0
1230,1110119,clothing,children & junior clothing,59100.0
1231,1110120,clothing,men's clothing,63800.0
1232,1110121,household goods,household goods,48900.0
1233,1110122,clothing,women's clothing,94600.0
1234,1110123,clothing,men's clothing,63700.0
1235,1110124,food,cookies,8100.0
1236,1110125,cosmetics,body products,64800.0
1237,1110128,clothing,children & junior clothing,56200.0
1238,1110129,clothing,Other Apparel,93900.0
1239,1110129,clothing,men's clothing,62600.0
1240,1110129,clothing,women's clothing,98400.0
1241,1110130,clothing,men's clothing,58800.0
1242,1110131,clothing,children & junior clothing,57200.0
1243,1110132,clothing,children & junior clothing,59100.0
1244,1110133,clothing,children & junior clothing,58900.0
1245,1110134,food,health food,96600.0
1246,1110134,food,cookies,8200.0
1247,1110135,clothing,men's clothing,67100.0
1248,1110136,clothing,children & junior clothing,62600.0
1249,1110137,clothing,road shop brand,45900.0
1250,1110138,clothing,children & junior clothing,62200.0
1251,1110139,clothing,children & junior clothing,60200.0
1252,1110140,clothing,women's clothing,96800.0
1253,1110141,clothing,men's clothing,66900.0
1254,1110141,clothing,women's clothing,94400.0
1255,1110141,food,processed food,16100.0
1256,1110141,food,health food,95600.0
1257,1110141,food,aquaculture products,32400.0
1258,1110141,food,beverage,12500.0
1259,1110141,clothing,big size clothing,24900.0
1260,1110141,cosmetics,body products,68500.0
1261,1110141,cosmetics,hair,3200.0
1262,1110143,clothing,children & junior clothing,59500.0
1263,1110146,household goods,paper towel,12400.0
1264,1110146,clothing,children & junior clothing,58500.0
1265,1110148,food,beverage,8100.0
1266,1110148,clothing,men's clothing,67100.0
1267,1110150,clothing,men's clothing,62600.0
1268,1110150,clothing,road shop brand,49700.0
1269,1110151,food,cookies,10900.0
1270,1110151,food,agricultural products,15800.0
1271,1110151,food,aquaculture products,35700.0
1272,1110153,clothing,children & junior clothing,57800.0
1273,1110155,food,cookies,12600.0
1274,1110156,clothing,women's clothing,95300.0
1275,1110158,food,aquaculture products,39000.0
1276,1110160,food,aquaculture products,39500.0
1277,1110161,clothing,men's clothing,66900.0
1278,1110162,clothing,children & junior clothing,59200.0
1279,1110163,clothing,men's clothing,61000.0
1280,1110164,clothing,children & junior clothing,59800.0
1281,1110165,clothing,children & junior clothing,53800.0
1282,1110166,clothing,women's clothing,102000.0
1283,1110167,clothing,children & junior clothing,62200.0
1284,1110169,clothing,children & junior clothing,61100.0
1285,1110170,clothing,women's clothing,95300.0
1286,1110171,clothing,women's clothing,99100.0
1287,1110172,clothing,children & junior clothing,60700.0
1288,1110174,clothing,children & junior clothing,61600.0
1289,1110175,clothing,children & junior clothing,56100.0
1290,1110176,household goods,paper towel,14400.0
1291,1110177,food,cookies,13600.0
1292,1110177,food,beverage,10800.0
1293,1110177,clothing,women's clothing,98100.0
1294,1110178,clothing,men's clothing,62100.0
1295,1110178,clothing,women's clothing,100200.0
1296,1110178,clothing,women's clothing,97900.0
1297,1110179,clothing,men's clothing,62600.0
1298,1110179,clothing,road shop brand,50800.0
1299,1110179,clothing,sports wear,15200.0
1300,1110179,clothing,children & junior clothing,62000.0
1301,1110179,clothing,women's clothing,99800.0
1302,1110179,household goods,paper towel,15800.0
1303,1110179,clothing,Other Apparel,100700.0
1304,1110179,clothing,women's clothing,94600.0
1305,1110180,clothing,children & junior clothing,61500.0
1306,1110182,clothing,children & junior clothing,58700.0
1307,1110183,household goods,household goods,48100.0
1308,1110183,food,cookies,11000.0
1309,1110183,clothing,sports wear,21100.0
1310,1110183,clothing,women's clothing,93700.0
1311,1110183,clothing,road shop brand,48900.0
1312,1110183,clothing,children & junior clothing,60600.0
1313,1110183,clothing,women's clothing,97700.0
1314,1110183,clothing,infant clothes,26500.0
1315,1110184,food,agricultural products,14700.0
1316,1110184,food,aquaculture products,38400.0
1317,1110185,clothing,men's clothing,63400.0
1318,1110186,clothing,men's clothing,59800.0
1319,1110187,clothing,men's clothing,59300.0
1320,1110188,clothing,children & junior clothing,57500.0
1321,1110189,household goods,paper towel,12500.0
1322,1110189,food,cookies,14500.0
1323,1110189,clothing,men's clothing,64000.0
1324,1110190,clothing,children & junior clothing,56900.0
1325,1110191,household goods,paper towel,10700.0
1326,1110191,clothing,road shop brand,46600.0
1327,1110191,clothing,underwear,9500.0
1328,1110191,clothing,infant clothes,28700.0
1329,1110194,clothing,children & junior clothing,61300.0
1330,1110195,clothing,Other Apparel,94500.0
1331,1110195,clothing,children & junior clothing,60700.0
1332,1110195,clothing,women's clothing,96300.0
1333,1110195,food,cookies,7100.0
1334,1110195,clothing,women's clothing,94800.0
1335,1110196,clothing,children & junior clothing,55800.0
1336,1110197,clothing,pajamas,15500.0
1337,1110198,clothing,men's clothing,66500.0
1338,1110198,clothing,women's clothing,96000.0
1339,1110198,food,snack,14400.0
1340,1110198,clothing,women's clothing,97800.0
1341,1110199,clothing,children & junior clothing,55900.0
1342,1110202,clothing,women's clothing,97100.0
1343,1110203,food,cookies,6300.0
